PERMNO,date,TICKER,BIDLO,ASKHI,PRC,VOL,RET,OPENPRC
11850,2010-02-05,XOM,63.56000,64.90000,64.80000,42300700,0.001236,64.70000
11850,2010-02-08,XOM,64.34000,65.49000,64.35000,30521000,-0.000463,64.91000
11850,2010-02-09,XOM,64.56000,65.71000,65.20000,36245600,0.013209,65.11000
11850,2010-02-10,XOM,64.16000,65.22000,64.85000,21701600,-0.005368,65.08000
11850,2010-02-11,XOM,64.41000,65.48000,65.24000,23559500,0.006014,64.69000
11850,2010-02-12,XOM,64.28000,65.14000,64.80000,30637100,-0.006744,64.62000
11850,2010-02-16,XOM,65.08000,66.38000,66.28000,30518400,0.022839,65.44000
11850,2010-02-17,XOM,65.57000,66.45000,65.76000,21822700,-0.007845,66.34000
11850,2010-02-18,XOM,65.35000,66.09000,65.96000,22544000,0.003041,65.80000
11850,2010-02-19,XOM,65.43000,66.24000,65.87000,24265700,-0.001364,65.59000
11850,2010-02-22,XOM,65.25000,66.12000,65.40000,20469700,-0.007135,66.10000
11850,2010-02-23,XOM,64.15000,65.56000,64.94000,33377400,-0.007034,65.26000
11850,2010-02-24,XOM,64.77000,65.86670,65.55000,21470300,0.009393,65.01000
11850,2010-02-25,XOM,64.37000,65.17000,65.14000,25669100,-0.006255,64.61000
11850,2010-02-26,XOM,64.92000,65.40000,65.00000,20130400,-0.002149,65.26000
11850,2010-03-01,XOM,65.09000,65.54000,65.40000,18798700,0.006154,65.36000
11850,2010-03-02,XOM,65.15000,65.79000,65.49000,24828300,0.001376,65.66000
11850,2010-03-03,XOM,65.38000,65.97000,65.43000,22285000,-0.000916,65.77000
11850,2010-03-04,XOM,65.08000,65.63000,65.40000,21963400,-0.000458,65.35000
11850,2010-03-05,XOM,65.78000,66.52000,66.47000,26838600,0.016361,65.96000
11850,2010-03-08,XOM,66.23000,66.79000,66.48000,20300100,0.000150,66.77000
11850,2010-03-09,XOM,66.22000,67.19000,66.78000,29003100,0.004513,66.32000
11850,2010-03-10,XOM,66.78000,67.41500,67.22000,24811700,0.006589,67.16000
11850,2010-03-11,XOM,66.98000,67.56000,67.22000,19372500,0.000000,67.39000
11850,2010-03-12,XOM,66.50000,67.58000,66.80000,23362900,-0.006248,67.58000
11850,2010-03-15,XOM,65.90000,66.69000,66.30000,22073700,-0.007485,66.67000
11850,2010-03-16,XOM,66.00000,66.68000,66.57000,35111700,0.004072,66.55000
11850,2010-03-17,XOM,66.80000,67.79000,67.36000,38776100,0.011867,66.91000
11850,2010-03-18,XOM,67.01000,67.74000,67.39000,25928500,0.000445,67.50000
11850,2010-03-19,XOM,66.43000,67.89000,67.04000,45564200,-0.005194,67.84000
11850,2010-03-22,XOM,66.32000,67.20000,66.97000,21393100,-0.001044,66.49000
11850,2010-03-23,XOM,66.45000,66.98000,66.95000,24754600,-0.000299,66.94000
11850,2010-03-24,XOM,66.23000,66.86000,66.50000,19754700,-0.006721,66.57000
11850,2010-03-25,XOM,66.24000,66.92000,66.30000,21100300,-0.003007,66.81000
11850,2010-03-26,XOM,66.17000,66.88000,66.54000,30554800,0.003620,66.44000
11850,2010-03-29,XOM,66.59000,67.48000,67.30000,26128200,0.011422,66.66000
11850,2010-03-30,XOM,66.79000,67.30000,67.05000,17748500,-0.003715,67.19000
11850,2010-03-31,XOM,66.60000,67.19000,66.98000,22354400,-0.001044,66.94000
11850,2010-04-01,XOM,67.19000,67.80000,67.61000,19619200,0.009406,67.27000
11850,2010-04-05,XOM,67.72000,68.36000,68.19000,20902600,0.008579,67.84000
11850,2010-04-06,XOM,67.80000,68.35000,67.90000,19776900,-0.004253,67.99000
11850,2010-04-07,XOM,66.97000,67.85000,67.34000,24532000,-0.008247,67.83000
11850,2010-04-08,XOM,66.85000,68.22500,67.86000,24063700,0.007722,67.01000
11850,2010-04-09,XOM,68.07000,68.98000,68.76000,21099700,0.013263,68.11000
11850,2010-04-12,XOM,68.58000,69.05000,68.71000,18170600,-0.000727,68.80000
11850,2010-04-13,XOM,68.07000,68.76000,68.66000,19179200,-0.000728,68.47000
11850,2010-04-14,XOM,68.36000,68.82000,68.61000,18787300,-0.000728,68.72000
11850,2010-04-15,XOM,68.15000,68.72000,68.26000,16718500,-0.005101,68.50000
11850,2010-04-16,XOM,67.71000,68.70000,67.93000,33866200,-0.004834,68.12000
11850,2010-04-19,XOM,67.57000,68.44000,68.23000,25687200,0.004416,67.75000
11850,2010-04-20,XOM,68.50000,69.22000,68.97000,22989600,0.010846,68.62000
11850,2010-04-21,XOM,68.57000,69.43000,68.92000,21120200,-0.000725,69.00000
11850,2010-04-22,XOM,68.22000,68.73000,68.56000,21654600,-0.005223,68.52000
11850,2010-04-23,XOM,68.18000,69.27000,69.24000,24341400,0.009918,68.50000
11850,2010-04-26,XOM,68.93000,69.53000,69.29000,18238900,0.000722,69.03000
11850,2010-04-27,XOM,68.20000,70.00000,68.27000,36376900,-0.014721,69.01000
11850,2010-04-28,XOM,68.61000,69.54000,69.19000,33248100,0.013476,68.87000
11850,2010-04-29,XOM,68.24000,69.66000,68.66000,47204000,-0.007660,68.45000
11850,2010-04-30,XOM,67.73000,69.31000,67.77000,43762000,-0.012963,68.90000
11850,2010-05-03,XOM,67.18000,68.22000,67.84000,30740300,0.001033,68.11000
11850,2010-05-04,XOM,66.00000,67.26000,66.47000,31646800,-0.020195,67.15000
11850,2010-05-05,XOM,65.83000,66.94000,66.17000,30262500,-0.004513,65.94000
11850,2010-05-06,XOM,58.46000,66.23000,63.89000,58336300,-0.034457,65.79000
11850,2010-05-07,XOM,63.23000,64.92000,63.70000,69010800,-0.002974,64.50000
11850,2010-05-10,XOM,64.52000,65.75000,65.23000,38337500,0.024019,65.42000
11850,2010-05-11,XOM,64.23000,65.00000,64.46000,29802300,-0.005059,64.62000
11850,2010-05-12,XOM,64.50000,65.34000,64.91000,25390800,0.006981,64.64000
11850,2010-05-13,XOM,64.32000,65.27000,64.74000,26794300,-0.002619,64.87000
11850,2010-05-14,XOM,62.91000,64.73000,63.60000,38815300,-0.017609,64.50000
11850,2010-05-17,XOM,62.26000,63.88000,63.27000,31928900,-0.005189,63.74000
11850,2010-05-18,XOM,62.42000,64.27000,62.79000,34467600,-0.007587,64.05000
11850,2010-05-19,XOM,62.00000,62.94000,62.45000,36725900,-0.005415,62.46000
11850,2010-05-20,XOM,60.21000,61.68000,60.33000,57201200,-0.033947,61.47000
11850,2010-05-21,XOM,59.16000,60.95000,60.88000,52809200,0.009117,59.16000
11850,2010-05-24,XOM,60.13000,61.00000,60.19000,27873500,-0.011334,60.74000
11850,2010-05-25,XOM,58.46000,59.78000,59.71000,50541700,-0.007975,58.99000
11850,2010-05-26,XOM,59.12000,60.46000,59.31000,34031900,-0.006699,60.08000
11850,2010-05-27,XOM,60.10000,61.55000,61.46000,31913600,0.036250,60.50000
11850,2010-05-28,XOM,60.28000,61.67000,60.46000,32081300,-0.016271,61.21000
11850,2010-06-01,XOM,59.14000,60.86000,59.25000,32977400,-0.020013,60.38000
11850,2010-06-02,XOM,59.23300,60.80000,60.77000,28670800,0.025654,59.51000
11850,2010-06-03,XOM,60.60000,62.01000,61.56000,32385600,0.013000,61.23000
11850,2010-06-04,XOM,59.28950,61.05000,59.52500,45019200,-0.033057,60.74000
11850,2010-06-07,XOM,59.20000,60.41000,59.30000,28391800,-0.003780,59.98000
11850,2010-06-08,XOM,59.38000,61.44000,61.24000,48460600,0.032715,59.62000
11850,2010-06-09,XOM,59.82000,61.60000,60.03000,31693100,-0.019758,61.58000
11850,2010-06-10,XOM,61.16000,62.00000,61.89000,33020000,0.030985,61.50000
11850,2010-06-11,XOM,61.18000,61.92000,61.86000,21228400,-0.000485,61.68000
11850,2010-06-14,XOM,61.32000,62.46000,61.37000,24667900,-0.007921,62.06000
11850,2010-06-15,XOM,61.49000,62.57000,62.51000,24534100,0.018576,61.89000
11850,2010-06-16,XOM,61.90000,62.62000,62.51000,20654200,0.000000,61.97000
11850,2010-06-17,XOM,61.95000,62.70000,62.60000,23311200,0.001440,62.42000
11850,2010-06-18,XOM,62.40000,63.37000,63.10000,32749200,0.007987,62.78000
11850,2010-06-21,XOM,62.85000,64.50000,63.13000,24878300,0.000475,64.10000
11850,2010-06-22,XOM,61.79000,63.20000,61.94000,26148100,-0.018850,63.13000
11850,2010-06-23,XOM,60.90000,62.26000,61.10000,38059700,-0.013562,61.71000
11850,2010-06-24,XOM,59.87000,61.20000,60.07000,34188900,-0.016858,60.82000
11850,2010-06-25,XOM,59.10000,60.24000,59.10000,118023400,-0.016148,60.15000
11850,2010-06-28,XOM,58.47000,59.39000,58.47000,43023900,-0.010660,59.31000
11850,2010-06-29,XOM,57.00000,58.09000,57.29000,52536900,-0.020181,58.00000
11850,2010-06-30,XOM,56.92000,57.73000,57.07000,43944900,-0.003840,57.33000
11850,2010-07-01,XOM,56.17000,57.27000,56.61000,47753900,-0.008060,56.98000
11850,2010-07-02,XOM,55.94000,56.99000,56.57000,32767900,-0.000707,56.85000
11850,2010-07-06,XOM,56.77000,57.59000,57.46000,36915100,0.015733,57.17000
11850,2010-07-07,XOM,57.26000,58.45000,58.43000,41797100,0.016881,57.37000
11850,2010-07-08,XOM,58.13000,59.20000,58.81000,40434600,0.006504,59.13000
11850,2010-07-09,XOM,58.30000,59.01000,58.78000,25978700,-0.000510,58.76000
11850,2010-07-12,XOM,58.20000,58.94000,58.94000,23516500,0.002722,58.29000
11850,2010-07-13,XOM,59.04000,59.72000,59.42000,30514200,0.008144,59.60000
11850,2010-07-14,XOM,58.62000,59.34000,59.26000,26063800,-0.002693,59.22000
11850,2010-07-15,XOM,58.59000,59.49000,59.27000,24741800,0.000169,59.36000
11850,2010-07-16,XOM,57.81000,59.11000,57.96000,35805600,-0.022102,58.84000
11850,2010-07-19,XOM,58.10000,58.74000,58.43000,20960000,0.008109,58.33000
11850,2010-07-20,XOM,57.67000,58.99000,58.95000,23810000,0.008900,57.68000
11850,2010-07-21,XOM,57.60000,59.13000,58.17000,26859700,-0.013232,59.13000
11850,2010-07-22,XOM,58.66000,59.79000,59.38000,27052400,0.020801,58.71000
11850,2010-07-23,XOM,58.80000,59.81000,59.72000,19285300,0.005726,59.26000
11850,2010-07-26,XOM,59.63000,60.44000,60.39000,20226600,0.011219,59.70000
11850,2010-07-27,XOM,60.39000,60.90000,60.81000,22401500,0.006955,60.62000
11850,2010-07-28,XOM,60.73000,61.27000,60.91000,23511000,0.001644,60.73000
11850,2010-07-29,XOM,60.29000,61.88000,60.34000,33770700,-0.009358,61.42000
11850,2010-07-30,XOM,59.59780,60.51000,59.68000,29367900,-0.010938,60.15000
11850,2010-08-02,XOM,60.61000,62.04000,61.94000,28144200,0.037869,60.64000
11850,2010-08-03,XOM,61.88000,62.99000,62.72000,31075700,0.012593,61.98000
11850,2010-08-04,XOM,62.27000,62.89000,62.72000,21034400,0.000000,62.86000
11850,2010-08-05,XOM,61.85000,62.71000,62.71000,19990700,-0.000159,62.28000
11850,2010-08-06,XOM,61.25000,62.50000,61.97000,23097800,-0.011800,61.92000
11850,2010-08-09,XOM,62.18000,62.67000,62.45000,14736900,0.007746,62.56000
11850,2010-08-10,XOM,61.45000,62.17000,61.93000,23198200,-0.008327,61.85000
11850,2010-08-11,XOM,60.20000,60.66000,60.39000,24281200,-0.017762,60.55000
11850,2010-08-12,XOM,59.56000,60.56000,60.23000,16958900,-0.002649,59.70000
11850,2010-08-13,XOM,59.80000,60.45000,59.91000,14656200,-0.005313,59.96000
11850,2010-08-16,XOM,59.25000,60.25000,59.88000,14309700,-0.000501,59.60000
11850,2010-08-17,XOM,60.14000,61.16000,60.82000,20130200,0.015698,60.49000
11850,2010-08-18,XOM,59.63000,60.72000,60.15000,20076300,-0.011016,60.67000
11850,2010-08-19,XOM,58.90000,60.06000,59.29000,21177000,-0.014298,59.93000
11850,2010-08-20,XOM,58.55000,59.07000,58.89000,21013000,-0.006747,59.02000
11850,2010-08-23,XOM,58.90000,60.05000,59.50000,21340800,0.010358,58.97000
11850,2010-08-24,XOM,58.79000,59.45000,58.94000,25686400,-0.009412,58.96000
11850,2010-08-25,XOM,58.42000,59.40000,58.91000,20967900,-0.000509,58.69000
11850,2010-08-26,XOM,58.33000,59.50000,58.48000,22332800,-0.007299,59.36000
11850,2010-08-27,XOM,58.05000,59.96000,59.80000,28279600,0.022572,58.72000
11850,2010-08-30,XOM,58.96000,59.90000,59.00000,16265000,-0.013378,59.56000
11850,2010-08-31,XOM,58.50000,59.54000,59.11000,26985500,0.001864,58.75000
11850,2010-09-01,XOM,59.72000,60.96000,60.91000,26286200,0.030452,60.04000
11850,2010-09-02,XOM,60.36750,61.06000,61.06000,18664200,0.002463,60.49000
11850,2010-09-03,XOM,60.75000,61.60000,61.32000,21984900,0.004258,61.20000
11850,2010-09-07,XOM,60.45000,61.07000,60.55000,19441400,-0.012557,60.89000
11850,2010-09-08,XOM,60.63000,61.26000,60.75000,17380600,0.003303,60.66000
11850,2010-09-09,XOM,60.91000,61.59000,61.05000,16526800,0.004938,61.50000
11850,2010-09-10,XOM,60.95000,61.48000,61.20000,14489400,0.002457,61.38000
11850,2010-09-13,XOM,60.54000,61.52000,61.00000,23149100,-0.003268,61.39000
11850,2010-09-14,XOM,60.75000,61.34000,61.01000,17987200,0.000164,60.84000
11850,2010-09-15,XOM,60.36000,61.03000,61.00000,18769900,-0.000164,60.76000
11850,2010-09-16,XOM,60.45000,60.99000,60.97000,16437200,-0.000492,60.85000
11850,2010-09-17,XOM,60.63000,61.30000,60.78000,26447300,-0.003116,61.19000
11850,2010-09-20,XOM,60.95000,61.82000,61.55000,21799100,0.012669,61.04000
11850,2010-09-21,XOM,61.25000,61.90000,61.54000,20533100,-0.000162,61.65000
11850,2010-09-22,XOM,61.41000,62.00000,61.45000,18203600,-0.001462,61.56000
11850,2010-09-23,XOM,60.90000,61.57000,61.15000,18099500,-0.004882,60.99000
11850,2010-09-24,XOM,61.36000,62.13000,61.75000,25145300,0.009812,61.51000
11850,2010-09-27,XOM,61.68000,62.07680,61.71000,16642800,-0.000648,61.99000
11850,2010-09-28,XOM,61.27000,62.26000,62.06000,18809400,0.005672,61.63000
11850,2010-09-29,XOM,61.27000,62.02000,61.59000,21160900,-0.007573,61.77000
11850,2010-09-30,XOM,61.47000,62.44000,61.79000,25463700,0.003247,61.95000
11850,2010-10-01,XOM,61.80000,62.58000,62.54000,24167000,0.012138,62.32000
11850,2010-10-04,XOM,61.84000,62.73000,62.19000,16902400,-0.005596,62.52000
11850,2010-10-05,XOM,62.43000,63.40000,63.26000,25185300,0.017205,62.59000
11850,2010-10-06,XOM,63.18000,63.94000,63.94000,21649000,0.010749,63.18000
11850,2010-10-07,XOM,63.37000,64.00000,63.85000,19468700,-0.001408,63.96000
11850,2010-10-08,XOM,63.63000,64.53000,64.38000,22379200,0.008301,63.81000
11850,2010-10-11,XOM,64.31000,64.81000,64.55000,13856400,0.002641,64.36000
11850,2010-10-12,XOM,63.93000,64.88500,64.70000,20733800,0.002324,64.31000
11850,2010-10-13,XOM,64.57000,65.29170,65.04000,22562000,0.005255,64.84000
11850,2010-10-14,XOM,64.87000,65.45000,65.30000,17790900,0.003998,65.05000
11850,2010-10-15,XOM,64.82000,65.65000,65.19000,25505400,-0.001685,65.64000
11850,2010-10-18,XOM,65.03000,66.54000,66.28000,22491300,0.016720,65.19000
11850,2010-10-19,XOM,64.59010,66.04010,65.12000,25375400,-0.017501,65.59000
11850,2010-10-20,XOM,65.35000,66.39500,66.01000,20543900,0.013667,65.47000
11850,2010-10-21,XOM,65.65000,66.80000,66.32000,21291100,0.004696,66.29000
11850,2010-10-22,XOM,66.13000,66.55000,66.34000,13333100,0.000302,66.51000
11850,2010-10-25,XOM,66.16000,66.81000,66.20000,16517000,-0.002110,66.68000
11850,2010-10-26,XOM,65.81000,66.57000,66.53000,17652900,0.004985,65.96000
11850,2010-10-27,XOM,65.08500,65.99000,65.67000,23358900,-0.012927,65.95000
11850,2010-10-28,XOM,66.05000,66.70000,66.22000,20464100,0.008375,66.43000
11850,2010-10-29,XOM,65.99000,66.56000,66.49000,19270800,0.004077,66.10000
11850,2010-11-01,XOM,66.62990,67.21000,66.95000,22372600,0.006918,66.72000
11850,2010-11-02,XOM,67.21000,68.25000,67.84000,26192100,0.013293,67.32000
11850,2010-11-03,XOM,67.32000,68.27000,67.97000,26553000,0.001916,68.23000
11850,2010-11-04,XOM,68.29000,69.60090,69.38000,31222600,0.020744,68.40000
11850,2010-11-05,XOM,69.40000,70.00000,70.00000,26531700,0.008936,69.44000
11850,2010-11-08,XOM,69.46000,70.42000,70.32000,23636600,0.004571,69.49000
11850,2010-11-09,XOM,70.10180,71.11000,70.63000,33938100,0.010665,70.29000
11850,2010-11-10,XOM,70.15000,71.16000,71.13000,25482300,0.007079,70.96000
11850,2010-11-11,XOM,70.73000,71.90000,71.83000,23791300,0.009841,71.00000
11850,2010-11-12,XOM,70.43000,71.40000,70.99000,24598000,-0.011694,71.38000
11850,2010-11-15,XOM,70.44000,71.22000,70.48000,18779500,-0.007184,71.01000
11850,2010-11-16,XOM,68.56000,69.82000,68.94000,27595000,-0.021850,69.62000
11850,2010-11-17,XOM,68.56000,69.38000,69.01000,17471800,0.001015,68.84000
11850,2010-11-18,XOM,69.64000,70.39000,70.31000,18325200,0.018838,69.65000
11850,2010-11-19,XOM,69.36000,70.59000,70.54000,24116300,0.003271,70.20000
11850,2010-11-22,XOM,68.79000,70.30000,70.19000,18907900,-0.004962,70.10000
11850,2010-11-23,XOM,68.32000,69.15000,68.98000,22671900,-0.017239,68.80000
11850,2010-11-24,XOM,69.19000,70.00000,69.88000,19351000,0.013047,69.25000
11850,2010-11-26,XOM,68.90000,69.43000,69.27000,7324700,-0.008729,69.30000
11850,2010-11-29,XOM,68.30000,69.64000,69.45000,20025300,0.002599,68.86000
11850,2010-11-30,XOM,68.32000,69.75000,69.56000,27524200,0.001584,68.55000
11850,2010-12-01,XOM,70.38000,71.55100,71.33000,26590200,0.025446,70.38000
11850,2010-12-02,XOM,70.95000,71.65800,71.48000,21281300,0.002103,71.19000
11850,2010-12-03,XOM,70.89000,71.30000,71.19000,19459200,-0.004057,71.01000
11850,2010-12-06,XOM,71.06000,71.60000,71.31000,15986700,0.001686,71.20000
11850,2010-12-07,XOM,71.42000,72.18000,71.46000,23699000,0.002104,71.91000
11850,2010-12-08,XOM,71.48000,72.22000,71.85000,22662500,0.005458,71.87000
11850,2010-12-09,XOM,71.32620,72.14000,72.00000,17972700,0.002088,72.05030
11850,2010-12-10,XOM,71.62000,72.18000,72.18000,17699500,0.002500,72.18000
11850,2010-12-13,XOM,72.06500,72.75000,72.36000,21172300,0.002494,72.41000
11850,2010-12-14,XOM,71.93000,72.50000,72.18000,20627800,-0.002488,72.23000
11850,2010-12-15,XOM,71.79000,72.31000,71.85000,20978900,-0.004572,71.87000
11850,2010-12-16,XOM,71.57000,72.33000,72.22000,18515700,0.005150,71.92000
11850,2010-12-17,XOM,71.78000,72.39000,72.17000,36761200,-0.000692,72.11000
11850,2010-12-20,XOM,71.88000,72.50000,72.22000,16045700,0.000693,72.24000
11850,2010-12-21,XOM,72.23000,72.97000,72.72000,21773700,0.006923,72.43000
11850,2010-12-22,XOM,72.65000,73.00000,72.80000,14609700,0.001100,72.94000
11850,2010-12-23,XOM,72.83000,73.20000,73.20000,11391600,0.005494,72.94000
11850,2010-12-27,XOM,72.81000,73.30000,73.01000,9758600,-0.002596,72.81000
11850,2010-12-28,XOM,72.96000,73.56000,73.42000,14424100,0.005616,73.20000
11850,2010-12-29,XOM,73.34000,73.69000,73.37000,11798900,-0.000681,73.41000
11850,2010-12-30,XOM,73.05000,73.51000,73.36000,10791300,-0.000136,73.29000
11850,2010-12-31,XOM,73.02000,73.51000,73.12000,15273700,-0.003272,73.16000
11850,2011-01-03,XOM,73.64000,74.79000,74.55000,23325300,0.019557,73.72000
11850,2011-01-04,XOM,74.42000,74.95000,74.90000,20037300,0.004695,74.71000
11850,2011-01-05,XOM,74.14000,74.87000,74.70000,16550800,-0.002670,74.67000
11850,2011-01-06,XOM,74.67000,75.43000,75.18000,22527800,0.006426,74.90000
11850,2011-01-07,XOM,75.09000,75.90000,75.59000,19299700,0.005454,75.21000
11850,2011-01-10,XOM,74.58000,75.27000,75.13000,20767700,-0.006085,75.13000
11850,2011-01-11,XOM,75.02000,75.86000,75.69000,15806000,0.007454,75.02000
11850,2011-01-12,XOM,75.67000,76.62000,76.58000,17364400,0.011758,75.94000
11850,2011-01-13,XOM,75.98000,76.82000,76.71000,20438800,0.001698,76.65000
11850,2011-01-14,XOM,76.50000,78.00000,77.84000,23478900,0.014731,76.67000
11850,2011-01-18,XOM,77.72000,78.85000,78.71000,23883500,0.011177,77.79000
11850,2011-01-19,XOM,78.13000,78.93000,78.24000,21844000,-0.005971,78.63000
11850,2011-01-20,XOM,76.77000,78.16000,77.75000,29121500,-0.006263,77.98000
11850,2011-01-21,XOM,78.06000,79.10000,78.98000,25092100,0.015820,78.21000
11850,2011-01-24,XOM,78.09000,79.18000,78.59000,24875100,-0.004938,78.85000
11850,2011-01-25,XOM,77.93000,78.99000,78.68000,21635500,0.001145,78.22000
11850,2011-01-26,XOM,78.49000,79.86000,79.66000,25555300,0.012456,78.71000
11850,2011-01-27,XOM,79.34000,79.98000,79.88000,17007700,0.002762,79.84000
11850,2011-01-28,XOM,78.87000,79.89000,78.99000,26303300,-0.011142,79.77900
11850,2011-01-31,XOM,79.01000,80.82000,80.68000,34514400,0.021395,79.92000
11850,2011-02-01,XOM,81.04000,83.96000,83.91000,40837200,0.040035,81.14000
11850,2011-02-02,XOM,83.26000,83.98000,83.41000,18177700,-0.005959,83.59000
11850,2011-02-03,XOM,82.46000,83.55000,83.44000,19654400,0.000360,83.06000
11850,2011-02-04,XOM,82.85000,83.52000,83.28000,16560000,-0.001918,83.25000
11850,2011-02-07,XOM,83.36000,84.00000,83.93000,15309900,0.007805,83.45000
11850,2011-02-08,XOM,82.64000,83.65000,82.98000,17472200,-0.006076,83.50000
11850,2011-02-09,XOM,81.77000,82.78000,82.55000,15899700,-0.005182,82.44000
11850,2011-02-10,XOM,81.61000,83.31000,83.20000,21050400,0.007874,81.68000
11850,2011-02-11,XOM,82.23000,83.41000,82.82000,16001200,-0.004567,82.23000
11850,2011-02-14,XOM,81.89000,85.11000,84.91000,33108200,0.025235,82.07000
11850,2011-02-15,XOM,82.67000,84.89000,82.97000,25689400,-0.022848,84.79000
11850,2011-02-16,XOM,82.86000,83.86000,83.69000,16673400,0.008678,83.06000
11850,2011-02-17,XOM,83.05000,83.97000,83.88000,17854500,0.002270,83.97000
11850,2011-02-18,XOM,83.50000,84.50000,84.50000,22839800,0.007392,83.91000
11850,2011-02-22,XOM,84.73000,86.70000,85.44000,32584400,0.011124,84.97000
11850,2011-02-23,XOM,85.47000,88.23000,87.07000,38625000,0.019078,86.00000
11850,2011-02-24,XOM,85.46000,87.53000,85.97000,28578200,-0.012633,87.20000
11850,2011-02-25,XOM,85.29000,86.24000,85.34000,22230900,-0.007328,85.79000
11850,2011-02-28,XOM,85.49000,86.56000,85.53000,24510000,0.002226,85.87000
11850,2011-03-01,XOM,84.70000,86.50000,84.80000,23003200,-0.008535,86.41000
11850,2011-03-02,XOM,83.55000,85.32000,85.08000,17425600,0.003302,84.59000
11850,2011-03-03,XOM,85.05000,85.95000,85.82000,17154000,0.008698,85.46000
11850,2011-03-04,XOM,84.70000,86.00000,85.08000,20041300,-0.008623,85.92000
11850,2011-03-07,XOM,84.69000,86.08000,84.72000,18072700,-0.004231,85.84000
11850,2011-03-08,XOM,83.75000,85.11000,84.60000,17672800,-0.001416,84.60000
11850,2011-03-09,XOM,83.56000,84.55000,84.38000,13304800,-0.002600,84.12000
11850,2011-03-10,XOM,81.20000,83.80000,81.38000,26059900,-0.035553,83.80000
11850,2011-03-11,XOM,80.10000,82.91000,82.12000,17617700,0.009093,81.02000
11850,2011-03-14,XOM,81.46000,82.64000,82.38000,16396200,0.003166,81.67000
11850,2011-03-15,XOM,79.75000,82.09000,81.39000,23207800,-0.012017,80.17000
11850,2011-03-16,XOM,78.80000,81.81000,79.31000,33429100,-0.025556,81.23000
11850,2011-03-17,XOM,80.23000,81.50000,81.16000,21954300,0.023326,80.38000
11850,2011-03-18,XOM,80.85000,82.33000,80.85000,28929400,-0.003820,81.77000
11850,2011-03-21,XOM,81.86000,83.33000,82.84000,18212700,0.024613,81.87000
11850,2011-03-22,XOM,82.33000,83.23000,82.56000,16228300,-0.003380,83.10000
11850,2011-03-23,XOM,82.00000,83.00000,82.60000,15396600,0.000485,82.65000
11850,2011-03-24,XOM,82.55000,83.47000,82.73000,17022800,0.001574,82.78000
11850,2011-03-25,XOM,82.82000,83.93000,83.62000,16504200,0.010758,82.99000
11850,2011-03-28,XOM,83.45000,84.01000,83.47000,14612500,-0.001794,83.86000
11850,2011-03-29,XOM,82.61000,83.89000,83.25000,16289000,-0.002636,83.16000
11850,2011-03-30,XOM,83.51000,84.86000,84.49000,15779200,0.014895,83.80000
11850,2011-03-31,XOM,84.11000,84.94000,84.13000,15330300,-0.004261,84.82000
11850,2011-04-01,XOM,84.17000,84.84000,84.68000,15558200,0.006538,84.72000
11850,2011-04-04,XOM,84.07000,84.93000,84.87000,13100700,0.002244,84.26000
11850,2011-04-05,XOM,84.56000,85.94000,85.42000,17140100,0.006480,84.68000
11850,2011-04-06,XOM,84.96000,85.88500,85.18000,13343300,-0.002810,85.73000
11850,2011-04-07,XOM,84.91000,85.79000,85.76000,16031500,0.006809,85.16000
11850,2011-04-08,XOM,85.36000,86.22000,85.95000,15951000,0.002215,86.00000
