Date,Volume,Return,Earnings_Per_Share,Long_Term_Debt,Net_Income,Revenue,Capital_Expenditure,Net_Profit_Margin,Debt_Equity_Ratio,Current_Ratio,Price_To_Book_Ratio,Monthly_Percent_Change,Short_MA,Long_MA,Price_Day_0,Price_Day_1,Price_Day_2,Price_Day_3,Price_Day_4,Price_Day_5,Price_Day_6,Price_Day_7,Price_Day_8,Price_Day_9,Price_Day_10,Price_Day_11,Price_Day_12,Price_Day_13,Price_Day_14,Price_Day_15,Price_Day_16,Price_Day_17,Price_Day_18,Price_Day_19,Price_Day_20,Price_Day_21,Price_Day_22,Price_Day_23,Price_Day_24,Price_Day_25,Price_Day_26,Price_Day_27,Price_Day_28,Price_Day_29,Price_Day_30
2010-03-19,45564200,-0.005194,1.27,117931.0,6050.0,80106.0,22491.0,0.07,1.067,1.061,2.381,1.1933174224343632,67.26333333333334,66.932,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76,66.28,64.8,65.24,64.85,65.2,64.35,64.8,64.72
2010-03-22,21393100,-0.001044,1.27,117931.0,6050.0,80106.0,22491.0,0.07,1.067,1.061,2.381,-0.7466029565477079,67.13333333333333,67.066,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76,66.28,64.8,65.24,64.85,65.2,64.35,64.8
2010-03-23,24754600,-0.000299,1.27,117931.0,6050.0,80106.0,22491.0,0.07,1.067,1.061,2.381,-1.165048543689322,66.98666666666666,67.14200000000001,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76,66.28,64.8,65.24,64.85,65.2,64.35
2010-03-24,19754700,-0.006721,1.27,117931.0,6050.0,80106.0,22491.0,0.07,1.067,1.061,2.381,-3.9248120300751874,66.80666666666667,66.97,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76,66.28,64.8,65.24,64.85,65.2
2010-03-25,21100300,-0.003007,1.27,117931.0,6050.0,80106.0,22491.0,0.07,1.067,1.061,2.381,-3.921568627450972,66.58333333333333,66.752,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76,66.28,64.8,65.24,64.85
2010-03-26,30554800,0.00362,1.27,117931.0,6050.0,80106.0,22491.0,0.07,1.067,1.061,2.381,-1.9687406071535951,66.44666666666667,66.652,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76,66.28,64.8,65.24
2010-03-29,26128200,0.011422,1.27,117931.0,6050.0,80106.0,22491.0,0.07,1.067,1.061,2.381,-4.219910846953943,66.71333333333332,66.718,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76,66.28,64.8
2010-03-30,17748500,-0.003715,1.27,117931.0,6050.0,80106.0,22491.0,0.07,1.067,1.061,2.381,-3.19164802386279,66.96333333333332,66.73799999999999,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76,66.28
2010-03-31,22354400,-0.001044,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-3.344281875186636,67.11,66.83399999999999,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96,65.76
2010-04-01,19619200,0.009406,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-5.931075284721192,67.21333333333332,67.096,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87,65.96
2010-04-05,20902600,0.008579,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-7.215134183897924,67.59333333333333,67.426,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4,65.87
2010-04-06,19776900,-0.004253,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-7.525773195876298,67.9,67.546,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94,65.4
2010-04-07,24532000,-0.008247,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-7.261657261657262,67.81,67.60400000000001,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55,64.94
2010-04-08,24063700,0.007722,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-11.09637488947834,67.7,67.78,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14,65.55
2010-04-09,21099700,0.013263,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-11.46015125072717,67.98666666666666,68.01,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0,65.14
2010-04-12,18170600,-0.000727,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-12.399941784310867,68.44333333333333,68.114,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4,65.0
2010-04-13,19179200,-0.000728,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-13.035246140401977,68.71,68.26599999999999,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49,65.4
2010-04-14,18787300,-0.000728,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-13.554875382597285,68.66,68.52000000000001,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43,65.49
2010-04-15,16718500,-0.005101,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-9.96191034280692,68.50999999999999,68.6,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4,65.43
2010-04-16,33866200,-0.004834,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-10.996614161636987,68.26666666666667,68.434,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47,65.4
2010-04-19,25687200,0.004416,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-13.16136596804925,68.14,68.33800000000001,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48,66.47
2010-04-20,22989600,0.010846,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-11.889227200231979,68.37666666666668,68.4,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78,66.48
2010-04-21,21120200,-0.000725,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-10.679048171793383,68.70666666666666,68.462,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22,66.78
2010-04-22,21654600,-0.005223,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-13.178238039673285,68.81666666666666,68.522,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22,67.22
2010-04-23,24341400,0.009918,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-14.35586366262276,68.90666666666667,68.78399999999999,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8,67.22
2010-04-26,18238900,0.000722,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-11.617838071871848,69.03000000000002,68.996,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3,66.8
2010-04-27,36376900,-0.014721,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-12.069723158048918,68.93333333333334,68.856,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57,66.3
2010-04-28,33248100,0.013476,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-10.550657609481135,68.91666666666667,68.91,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36,66.57
2010-04-29,47204000,-0.00766,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-9.903874162540047,68.70666666666666,68.92999999999999,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39,67.36
2010-04-30,43762000,-0.012963,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-9.443706654862032,68.54,68.636,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04,67.39
2010-05-03,30740300,0.001033,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-7.8567216981132155,68.08999999999999,68.346,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97,67.04
2010-05-04,31646800,-0.020195,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-5.957574845795096,67.36,67.986,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95,66.97
2010-05-05,30262500,-0.004513,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-5.395194196765906,66.82666666666667,67.382,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5,66.95
2010-05-06,58336300,-0.034457,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-1.2365002347785243,65.50999999999999,66.428,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3,66.5
2010-05-07,69010800,-0.002974,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-0.8948194662480381,64.58666666666667,65.614,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54,66.3
2010-05-10,38337500,0.024019,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-5.043691552966436,64.27333333333333,65.092,65.23,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3,66.54
2010-05-11,29802300,-0.005059,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-5.212534905367659,64.46333333333334,64.69000000000001,64.46,65.23,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05,67.3
2010-05-12,25390800,0.006981,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-7.45647820058542,64.86666666666666,64.438,64.91,64.46,65.23,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98,67.05
2010-05-13,26794300,-0.002619,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-8.71177015755328,64.70333333333333,64.608,64.74,64.91,64.46,65.23,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61,66.98
2010-05-14,38815300,-0.017609,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-8.06603773584906,64.41666666666667,64.588,63.6,64.74,64.91,64.46,65.23,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19,67.61
2010-05-17,31928900,-0.005189,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-9.451556819977878,63.870000000000005,64.196,63.27,63.6,64.74,64.91,64.46,65.23,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9,68.19
2010-05-18,34467600,-0.007587,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-9.109730848861282,63.22,63.86199999999999,62.79,63.27,63.6,64.74,64.91,64.46,65.23,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34,67.9
2010-05-19,36725900,-0.005415,1.33,125082.0,6300.0,80222.0,5756.0,0.07,1.084,1.091,2.231,-9.351481184947962,62.83666666666667,63.370000000000005,62.45,62.79,63.27,63.6,64.74,64.91,64.46,65.23,63.7,63.89,66.17,66.47,67.84,67.77,68.66,69.19,68.27,69.29,69.24,68.56,68.92,68.97,68.23,67.93,68.26,68.61,68.66,68.71,68.76,67.86,67.34
