permno,adate,qdate,public_date,evm,pe_exi,gpm,roe,capital_ratio,debt_ebitda,PEG_trailing,divyield,TICKER
60628,2018-05-31,2018-05-31,2018-09-30,9.165,14.341,0.275,0.224,0.440,1.835,0.215,1.08%,FDX
60628,2018-05-31,2018-08-31,2018-10-31,9.448,12.463,0.263,0.232,0.453,1.934,0.184,1.18%,FDX
60628,2018-05-31,2018-08-31,2018-11-30,9.448,12.952,0.263,0.232,0.453,1.934,0.191,1.14%,FDX
60628,2018-05-31,2018-08-31,2018-12-31,9.448,9.125,0.263,0.232,0.453,1.934,0.135,1.61%,FDX
60628,2018-05-31,2018-11-30,2019-01-31,9.262,9.682,0.262,0.232,0.450,1.951,0.143,1.46%,FDX
60628,2018-05-31,2018-11-30,2019-02-28,9.262,9.869,0.262,0.232,0.450,1.951,0.146,1.44%,FDX
60628,2018-05-31,2018-11-30,2019-03-31,9.262,9.891,0.262,0.232,0.450,1.951,0.146,1.43%,FDX
60628,2018-05-31,2019-02-28,2019-04-30,8.668,13.972,0.263,0.165,0.452,1.956,0.196,1.37%,FDX
60628,2018-05-31,2019-02-28,2019-05-31,8.668,11.378,0.263,0.165,0.452,1.956,0.160,1.69%,FDX
60628,2018-05-31,2019-02-28,2019-06-30,8.668,12.108,0.263,0.165,0.452,1.956,0.170,1.58%,FDX
60628,2019-05-31,2019-05-31,2019-07-31,6.741,84.005,0.261,0.025,0.483,2.051,7.454,1.52%,FDX
60628,2019-05-31,2019-05-31,2019-08-31,6.741,78.133,0.261,0.025,0.483,2.051,6.933,1.64%,FDX
60628,2019-05-31,2019-05-31,2019-09-30,6.741,71.709,0.261,0.025,0.483,2.051,6.363,1.79%,FDX
60628,2019-05-31,2019-08-31,2019-10-31,8.077,96.013,0.262,0.020,0.519,2.532,8.299,1.70%,FDX
60628,2019-05-31,2019-08-31,2019-11-30,8.077,100.660,0.262,0.020,0.519,2.532,8.701,1.62%,FDX
60628,2019-05-31,2019-08-31,2019-12-31,8.077,95.101,0.262,0.020,0.519,2.532,8.220,1.72%,FDX
60628,2019-05-31,2019-11-30,2020-01-31,8.594,392.143,0.258,0.003,0.563,3.216,47.760,1.80%,FDX
60628,2019-05-31,2019-11-30,2020-02-29,8.594,311.667,0.258,0.003,0.563,3.216,19.877,1.84%,FDX
60628,2019-05-31,2019-11-30,2020-03-31,8.594,242.500,0.258,0.003,0.563,3.216,16.630,2.14%,FDX
60628,2019-05-31,2020-02-29,2020-04-30,9.262,-91.201,0.253,-0.016,0.599,3.909,-6.299,2.05%,FDX
60628,2019-05-31,2020-02-29,2020-05-31,9.262,-93.928,0.253,-0.016,0.599,3.909,-11.608,1.99%,FDX
60628,2019-05-31,2020-02-29,2020-06-30,9.262,-100.88,0.253,-0.016,0.599,3.909,-12.404,1.85%,FDX
60628,2020-05-31,2020-05-31,2020-07-31,10.431,34.367,0.245,0.061,0.651,5.362,0.981,1.54%,FDX
60628,2020-05-31,2020-05-31,2020-08-31,10.431,44.865,0.245,0.061,0.651,5.362,1.280,1.18%,FDX
60628,2020-05-31,2020-05-31,2020-09-30,10.431,51.331,0.245,0.061,0.651,5.362,1.465,1.03%,FDX
60628,2020-05-31,2020-08-31,2020-10-31,10.413,38.326,0.249,0.083,0.638,4.709,0.381,1.00%,FDX
60628,2020-05-31,2020-08-31,2020-11-30,10.413,42.331,0.249,0.083,0.638,4.709,0.421,.907%,FDX
60628,2020-05-31,2020-08-31,2020-12-31,10.413,38.349,0.249,0.083,0.638,4.709,0.381,1.00%,FDX
60628,2020-05-31,2020-11-30,2021-01-31,10.452,25.636,0.252,0.112,0.639,4.352,0.018,1.10%,FDX
60628,2020-05-31,2020-11-30,2021-02-28,10.452,27.723,0.252,0.112,0.639,4.352,0.020,1.02%,FDX
60628,2020-05-31,2020-11-30,2021-03-31,10.452,30.941,0.252,0.112,0.639,4.352,0.022,.915%,FDX
60628,2020-05-31,2021-02-28,2021-04-30,10.643,25.760,0.254,0.134,0.638,4.163,,.896%,FDX
60628,2020-05-31,2021-02-28,2021-05-31,10.643,27.933,0.254,0.134,0.638,4.163,,.826%,FDX
60628,2020-05-31,2021-02-28,2021-06-30,10.643,26.471,0.254,0.134,0.638,4.163,,1.01%,FDX
60628,2021-05-31,2021-05-31,2021-07-31,11.778,14.393,0.259,0.211,0.585,3.564,0.123,1.07%,FDX
60628,2021-05-31,2021-05-31,2021-08-31,11.778,13.660,0.259,0.211,0.585,3.564,0.117,1.13%,FDX
60628,2021-05-31,2021-05-31,2021-09-30,11.778,11.275,0.259,0.211,0.585,3.564,0.097,1.37%,FDX
60628,2021-05-31,2021-08-31,2021-10-31,11.162,12.515,0.255,0.202,0.605,3.733,0.091,1.27%,FDX
60628,2021-05-31,2021-08-31,2021-11-30,11.162,12.241,0.255,0.202,0.605,3.733,0.089,1.30%,FDX
60628,2021-05-31,2021-08-31,2021-12-31,11.162,13.743,0.255,0.202,0.605,3.733,0.100,1.16%,FDX
60628,2021-05-31,2021-11-30,2022-01-31,10.570,13.546,0.254,0.185,0.592,3.631,0.010,1.22%,FDX
60628,2021-05-31,2021-11-30,2022-02-28,10.570,12.246,0.254,0.185,0.592,3.631,0.009,1.35%,FDX
60628,2021-05-31,2021-11-30,2022-03-31,10.570,12.749,0.254,0.185,0.592,3.631,0.009,1.30%,FDX
60628,2021-05-31,2022-02-28,2022-04-30,9.939,10.433,0.257,0.185,0.583,3.476,,1.51%,FDX
60628,2021-05-31,2022-02-28,2022-05-31,9.939,11.789,0.257,0.185,0.583,3.476,,1.34%,FDX
60628,2021-05-31,2022-02-28,2022-06-30,9.939,11.901,0.257,0.185,0.583,3.476,,2.03%,FDX
60628,2022-05-31,2022-05-31,2022-07-31,8.812,16.266,0.258,0.134,0.582,3.433,0.118,1.97%,FDX
60628,2022-05-31,2022-05-31,2022-08-31,8.812,14.711,0.258,0.134,0.582,3.433,0.107,2.18%,FDX
60628,2022-05-31,2022-05-31,2022-09-30,8.812,10.361,0.258,0.134,0.582,3.433,0.075,3.10%,FDX
60628,2022-05-31,2022-08-31,2022-10-31,8.962,11.838,0.257,0.125,0.583,3.507,0.075,2.87%,FDX
60628,2022-05-31,2022-08-31,2022-11-30,8.962,13.458,0.257,0.125,0.583,3.507,0.085,2.52%,FDX
60628,2022-05-31,2022-08-31,2022-12-31,8.962,12.792,0.257,0.125,0.583,3.507,0.081,2.66%,FDX
60628,2022-05-31,2022-11-30,2023-01-31,8.985,15.217,0.256,0.115,0.586,3.678,0.011,2.37%,FDX
60628,2022-05-31,2022-11-30,2023-02-28,8.985,15.951,0.256,0.115,0.586,3.678,0.011,2.26%,FDX
60628,2022-05-31,2022-11-30,2023-03-31,8.985,17.935,0.256,0.115,0.586,3.678,0.012,2.01%,FDX
60628,2022-05-31,2023-02-28,2023-04-30,9.066,19.653,0.257,0.104,0.587,3.790,,2.02%,FDX
60628,2022-05-31,2023-02-28,2023-05-31,9.066,18.808,0.257,0.104,0.587,3.790,,2.11%,FDX
60628,2022-05-31,2023-02-28,2023-06-30,9.066,21.389,0.257,0.104,0.587,3.790,,2.03%,FDX
60628,2023-05-31,2023-05-31,2023-07-31,9.772,17.439,0.259,0.133,0.579,4.014,0.188,1.87%,FDX
60628,2023-05-31,2023-05-31,2023-08-31,9.772,16.862,0.259,0.133,0.579,4.014,0.182,1.93%,FDX
60628,2023-05-31,2023-05-31,2023-09-30,9.772,17.114,0.259,0.133,0.579,4.014,0.184,1.90%,FDX
60628,2023-05-31,2023-08-31,2023-10-31,9.299,14.640,0.264,0.142,0.584,3.833,0.257,2.10%,FDX
60628,2023-05-31,2023-08-31,2023-11-30,9.299,15.782,0.264,0.142,0.584,3.833,0.277,1.95%,FDX
60628,2023-05-31,2023-08-31,2023-12-31,9.299,15.425,0.264,0.142,0.584,3.833,0.271,1.99%,FDX
61241,2008-12-31,2009-09-30,2010-01-31,189.599,-2.038,0.584,-1.675,1.067,118.147,,,AMD
61241,2009-12-31,2009-12-31,2010-02-28,20.004,17.578,0.616,,0.868,7.693,0.034,,AMD
61241,2009-12-31,2009-12-31,2010-03-31,20.004,20.600,0.616,,0.868,7.693,0.040,,AMD
61241,2009-12-31,2009-12-31,2010-04-30,20.004,20.156,0.616,,0.868,7.693,0.039,,AMD
61241,2009-12-31,2010-03-31,2010-05-31,13.019,7.325,0.571,-0.671,0.977,5.913,0.545,,AMD
61241,2009-12-31,2010-03-31,2010-06-30,13.019,6.256,0.571,-0.671,0.977,5.913,0.466,,AMD
61241,2009-12-31,2010-03-31,2010-07-31,13.019,6.402,0.571,-0.671,0.977,5.913,0.477,,AMD
61241,2009-12-31,2010-06-30,2010-08-31,10.083,3.506,0.547,-0.246,0.899,4.018,,,AMD
61241,2009-12-31,2010-06-30,2010-09-30,10.083,4.444,0.547,-0.246,0.899,4.018,,,AMD
61241,2009-12-31,2010-06-30,2010-10-31,10.083,4.584,0.547,-0.246,0.899,4.018,,,AMD
61241,2009-12-31,2010-09-30,2010-11-30,9.139,4.500,0.523,-0.013,0.803,3.161,,,AMD
61241,2009-12-31,2010-09-30,2010-12-31,9.139,5.049,0.523,-0.013,0.803,3.161,,,AMD
61241,2009-12-31,2010-09-30,2011-01-31,9.139,4.833,0.523,-0.013,0.803,3.161,,,AMD
61241,2010-12-31,2010-12-31,2011-02-28,9.899,14.391,0.485,0.235,0.684,2.993,,,AMD
61241,2010-12-31,2010-12-31,2011-03-31,9.899,13.438,0.485,0.235,0.684,2.993,,,AMD
61241,2010-12-31,2010-12-31,2011-04-30,9.899,14.219,0.485,0.235,0.684,2.993,,,AMD
61241,2010-12-31,2011-03-31,2011-05-31,9.273,9.137,0.499,0.912,0.695,2.890,,,AMD
61241,2010-12-31,2011-03-31,2011-06-30,9.273,7.358,0.499,0.912,0.695,2.890,,,AMD
61241,2010-12-31,2011-03-31,2011-07-31,9.273,7.726,0.499,0.912,0.695,2.890,,,AMD
61241,2010-12-31,2011-06-30,2011-08-31,9.540,6.266,0.500,0.841,0.645,2.901,,,AMD
61241,2010-12-31,2011-06-30,2011-09-30,9.540,4.661,0.500,0.841,0.645,2.901,,,AMD
61241,2010-12-31,2011-06-30,2011-10-31,9.540,5.349,0.500,0.841,0.645,2.901,,,AMD
61241,2010-12-31,2011-09-30,2011-11-30,9.083,4.064,0.496,0.864,0.578,2.813,,,AMD
61241,2010-12-31,2011-09-30,2011-12-31,9.083,3.857,0.496,0.864,0.578,2.813,,,AMD
61241,2010-12-31,2011-09-30,2012-01-31,9.083,4.793,0.496,0.864,0.578,2.813,,,AMD
61241,2011-12-31,2011-12-31,2012-02-29,7.807,10.970,0.485,0.380,0.490,2.721,,,AMD
61241,2011-12-31,2011-12-31,2012-03-31,7.807,11.970,0.485,0.380,0.490,2.721,,,AMD
61241,2011-12-31,2011-12-31,2012-04-30,7.807,10.985,0.485,0.380,0.490,2.721,,,AMD
61241,2011-12-31,2012-03-31,2012-05-31,7.743,-7.325,0.497,-0.370,0.531,2.466,,,AMD
61241,2011-12-31,2012-03-31,2012-06-30,7.743,-6.904,0.497,-0.370,0.531,2.466,,,AMD
61241,2011-12-31,2012-03-31,2012-07-31,7.743,-4.892,0.497,-0.370,0.531,2.466,,,AMD
61241,2011-12-31,2012-06-30,2012-08-31,7.812,-4.326,0.496,-0.417,0.528,2.527,,,AMD
61241,2011-12-31,2012-06-30,2012-09-30,7.812,-3.919,0.496,-0.417,0.528,2.527,,,AMD
61241,2011-12-31,2012-06-30,2012-10-31,7.812,-2.384,0.496,-0.417,0.528,2.527,,,AMD
61241,2011-12-31,2012-09-30,2012-11-30,11.417,-1.833,0.468,-0.642,0.582,3.863,,,AMD
61241,2011-12-31,2012-09-30,2012-12-31,11.417,-2.000,0.468,-0.642,0.582,3.863,,,AMD
61241,2011-12-31,2012-09-30,2013-01-31,11.417,-2.167,0.468,-0.642,0.582,3.863,,,AMD
61241,2012-12-31,2012-12-31,2013-02-28,16.755,-1.556,0.442,-1.112,0.791,9.116,,,AMD
61241,2012-12-31,2012-12-31,2013-03-31,16.755,-1.594,0.442,-1.112,0.791,9.116,,,AMD
61241,2012-12-31,2012-12-31,2013-04-30,16.755,-1.763,0.442,-1.112,0.791,9.116,,,AMD
61241,2012-12-31,2013-03-31,2013-05-31,42.758,-4.082,0.442,-0.800,0.714,19.215,,,AMD
61241,2012-12-31,2013-03-31,2013-06-30,42.758,-4.163,0.442,-0.800,0.714,19.215,,,AMD
61241,2012-12-31,2013-03-31,2013-07-31,42.758,-3.847,0.442,-0.800,0.714,19.215,,,AMD
61241,2012-12-31,2013-06-30,2013-08-31,-710.08,-2.894,0.425,-1.111,0.780,-340.54,,,AMD
61241,2012-12-31,2013-06-30,2013-09-30,-710.08,-3.372,0.425,-1.111,0.780,-340.54,,,AMD
61241,2012-12-31,2013-06-30,2013-10-31,-710.08,-2.956,0.425,-1.111,0.780,-340.54,,,AMD
61241,2012-12-31,2013-09-30,2013-11-30,23.395,-4.233,0.433,-1.121,0.824,10.997,,,AMD
61241,2012-12-31,2013-09-30,2013-12-31,23.395,-4.500,0.433,-1.121,0.824,10.997,,,AMD
61241,2012-12-31,2013-09-30,2014-01-31,23.395,-3.988,0.433,-1.121,0.824,10.997,,,AMD
61241,2013-12-31,2013-12-31,2014-02-28,20.098,-33.727,0.400,-0.153,0.786,8.504,,,AMD
61241,2013-12-31,2013-12-31,2014-03-31,20.098,-36.455,0.400,-0.153,0.786,8.504,,,AMD
61241,2013-12-31,2013-12-31,2014-04-30,20.098,-37.182,0.400,-0.153,0.786,8.504,,,AMD
61241,2013-12-31,2014-03-31,2014-05-31,12.160,80.000,0.397,0.098,0.815,5.081,,,AMD
61241,2013-12-31,2014-03-31,2014-06-30,12.160,83.800,0.397,0.098,0.815,5.081,,,AMD
61241,2013-12-31,2014-03-31,2014-07-31,12.160,78.200,0.397,0.098,0.815,5.081,,,AMD
61241,2013-12-31,2014-06-30,2014-08-31,10.366,37.909,0.384,0.175,0.805,4.323,,,AMD
61241,2013-12-31,2014-06-30,2014-09-30,10.366,31.000,0.384,0.175,0.805,4.323,,,AMD
61241,2013-12-31,2014-06-30,2014-10-31,10.366,25.455,0.384,0.175,0.805,4.323,,,AMD
61241,2013-12-31,2014-09-30,2014-11-30,10.787,39.857,0.380,0.101,0.799,4.572,,,AMD
61241,2013-12-31,2014-09-30,2014-12-31,10.787,38.143,0.380,0.101,0.799,4.572,,,AMD
61241,2013-12-31,2014-09-30,2015-01-31,10.787,36.714,0.380,0.101,0.799,4.572,,,AMD
61241,2014-12-31,2014-12-31,2015-02-28,15.410,-5.868,0.355,-1.103,0.916,7.957,,,AMD
61241,2014-12-31,2014-12-31,2015-03-31,15.410,-5.057,0.355,-1.103,0.916,7.957,,,AMD
61241,2014-12-31,2014-12-31,2015-04-30,15.410,-4.264,0.355,-1.103,0.916,7.957,,,AMD
61241,2014-12-31,2015-03-31,2015-05-31,19.210,-3.123,0.362,-1.299,0.870,9.043,,,AMD
61241,2014-12-31,2015-03-31,2015-06-30,19.210,-3.288,0.362,-1.299,0.870,9.043,,,AMD
61241,2014-12-31,2015-03-31,2015-07-31,19.210,-2.644,0.362,-1.299,0.870,9.043,,,AMD
61241,2014-12-31,2015-06-30,2015-08-31,62.064,-1.989,0.350,-2.284,0.932,31.539,,,AMD
61241,2014-12-31,2015-06-30,2015-09-30,62.064,-1.890,0.350,-2.284,0.932,31.539,,,AMD
61241,2014-12-31,2015-06-30,2015-10-31,62.064,-2.330,0.350,-2.284,0.932,31.539,,,AMD
61241,2014-12-31,2015-09-30,2015-11-30,-37.602,-1.983,0.319,-3.743,1.035,-20.663,,,AMD
61241,2014-12-31,2015-09-30,2015-12-31,-37.602,-2.412,0.319,-3.743,1.035,-20.663,,,AMD
61241,2014-12-31,2015-09-30,2016-01-31,-37.602,-1.849,0.319,-3.743,1.035,-20.663,,,AMD
61241,2015-12-31,2015-12-31,2016-02-29,-20.428,-2.548,0.302,,1.254,-10.189,-0.022,,AMD
61241,2015-12-31,2015-12-31,2016-03-31,-20.428,-3.393,0.302,,1.254,-10.189,-0.029,,AMD
61241,2015-12-31,2015-12-31,2016-04-30,-20.428,-4.226,0.302,,1.254,-10.189,-0.037,,AMD
61241,2015-12-31,2016-03-31,2016-05-31,-21.747,-6.093,0.319,-34.647,1.207,-11.693,,,AMD
61241,2015-12-31,2016-03-31,2016-06-30,-21.747,-6.853,0.319,-34.647,1.207,-11.693,,,AMD
61241,2015-12-31,2016-03-31,2016-07-31,-21.747,-9.147,0.319,-34.647,1.207,-11.693,,,AMD
61241,2015-12-31,2016-06-30,2016-08-31,-33.405,-17.209,0.323,,1.259,-15.838,,,AMD
61241,2015-12-31,2016-06-30,2016-09-30,-33.405,-16.070,0.323,,1.259,-15.838,,,AMD
61241,2015-12-31,2016-06-30,2016-10-31,-33.405,-16.814,0.323,,1.259,-15.838,,,AMD
61241,2015-12-31,2016-09-30,2016-11-30,-324.81,-12.913,0.340,,1.140,-116.22,,,AMD
61241,2015-12-31,2016-09-30,2016-12-31,-324.81,-16.435,0.340,,1.140,-116.22,,,AMD
61241,2015-12-31,2016-09-30,2017-01-31,-324.81,-15.029,0.340,,1.140,-116.22,,,AMD
61241,2016-12-31,2016-12-31,2017-02-28,-204.03,-24.100,0.330,,0.775,-24.322,-0.176,,AMD
61241,2016-12-31,2016-12-31,2017-03-31,-204.03,-24.250,0.330,,0.775,-24.322,-0.177,,AMD
61241,2016-12-31,2016-12-31,2017-04-30,-204.03,-22.167,0.330,,0.775,-24.322,-0.162,,AMD
61241,2016-12-31,2017-03-31,2017-05-31,157.223,-21.519,0.342,-0.727,0.891,25.428,,,AMD
61241,2016-12-31,2017-03-31,2017-06-30,157.223,-24.000,0.342,-0.727,0.891,25.428,,,AMD
61241,2016-12-31,2017-03-31,2017-07-31,157.223,-26.173,0.342,-0.727,0.891,25.428,,,AMD
61241,2016-12-31,2017-06-30,2017-08-31,145.838,-20.313,0.348,-0.577,0.782,17.747,,,AMD
61241,2016-12-31,2017-06-30,2017-09-30,145.838,-19.922,0.348,-0.577,0.782,17.747,,,AMD
61241,2016-12-31,2017-06-30,2017-10-31,145.838,-17.164,0.348,-0.577,0.782,17.747,,,AMD
61241,2016-12-31,2017-09-30,2017-11-30,74.337,-155.57,0.364,-0.159,0.760,7.810,,,AMD
61241,2016-12-31,2017-09-30,2017-12-31,74.337,-146.86,0.364,-0.159,0.760,7.810,,,AMD
61241,2016-12-31,2017-09-30,2018-01-31,74.337,-196.29,0.364,-0.159,0.760,7.810,,,AMD
61241,2017-12-31,2017-12-31,2018-02-28,49.501,302.750,0.357,0.106,0.684,6.092,,,AMD
61241,2017-12-31,2017-12-31,2018-03-31,49.501,251.250,0.357,0.106,0.684,6.092,,,AMD
61241,2017-12-31,2017-12-31,2018-04-30,49.501,272.000,0.357,0.106,0.684,6.092,,,AMD
61241,2017-12-31,2018-03-31,2018-05-31,33.854,171.625,0.377,0.165,0.698,3.853,,,AMD
61241,2017-12-31,2018-03-31,2018-06-30,33.854,187.375,0.377,0.165,0.698,3.853,,,AMD
61241,2017-12-31,2018-03-31,2018-07-31,33.854,229.125,0.377,0.165,0.698,3.853,,,AMD
61241,2017-12-31,2018-06-30,2018-08-31,23.684,109.435,0.385,0.420,0.648,2.542,,,AMD
61241,2017-12-31,2018-06-30,2018-09-30,23.684,134.304,0.385,0.420,0.648,2.542,,,AMD
61241,2017-12-31,2018-06-30,2018-10-31,23.684,79.174,0.385,0.420,0.648,2.542,,,AMD
61241,2017-12-31,2018-09-30,2018-11-30,30.082,81.923,0.395,0.409,0.592,2.333,,,AMD
61241,2017-12-31,2018-09-30,2018-12-31,30.082,71.000,0.395,0.409,0.592,2.333,,,AMD
61241,2017-12-31,2018-09-30,2019-01-31,30.082,93.885,0.395,0.409,0.592,2.333,,,AMD
61241,2018-12-31,2018-12-31,2019-02-28,33.563,73.531,0.399,0.355,0.468,2.119,0.391,,AMD
61241,2018-12-31,2018-12-31,2019-03-31,33.563,79.750,0.399,0.355,0.468,2.119,0.424,,AMD
61241,2018-12-31,2018-12-31,2019-04-30,33.563,86.344,0.399,0.355,0.468,2.119,0.459,,AMD
61241,2018-12-31,2019-03-31,2019-05-31,45.636,109.640,0.424,0.272,0.481,2.491,4.950,,AMD
61241,2018-12-31,2019-03-31,2019-06-30,45.636,121.480,0.424,0.272,0.481,2.491,5.485,,AMD
61241,2018-12-31,2019-03-31,2019-07-31,45.636,121.800,0.424,0.272,0.481,2.491,5.499,,AMD
61241,2018-12-31,2019-06-30,2019-08-31,63.427,174.722,0.437,0.151,0.439,2.851,,,AMD
61241,2018-12-31,2019-06-30,2019-09-30,63.427,161.056,0.437,0.151,0.439,2.851,,,AMD
61241,2018-12-31,2019-06-30,2019-10-31,63.427,188.500,0.437,0.151,0.439,2.851,,,AMD
61241,2018-12-31,2019-09-30,2019-11-30,57.184,206.053,0.449,0.137,0.396,2.449,,,AMD
61241,2018-12-31,2019-09-30,2019-12-31,57.184,241.368,0.449,0.137,0.396,2.449,,,AMD
61241,2018-12-31,2019-09-30,2020-01-31,57.184,247.368,0.449,0.137,0.396,2.449,,,AMD
61241,2019-12-31,2019-12-31,2020-02-29,75.013,151.600,0.447,0.166,0.195,1.004,0.775,,AMD
61241,2019-12-31,2019-12-31,2020-03-31,75.013,151.600,0.447,0.166,0.195,1.004,0.775,,AMD
61241,2019-12-31,2019-12-31,2020-04-30,75.013,174.633,0.447,0.166,0.195,1.004,0.892,,AMD
61241,2019-12-31,2020-03-31,2020-05-31,43.097,125.116,0.471,0.224,0.271,1.018,2.219,,AMD
61241,2019-12-31,2020-03-31,2020-06-30,43.097,122.349,0.471,0.224,0.271,1.018,2.170,,AMD
61241,2019-12-31,2020-03-31,2020-07-31,43.097,180.070,0.471,0.224,0.271,1.018,3.194,,AMD
61241,2019-12-31,2020-06-30,2020-08-31,44.513,171.358,0.478,0.245,0.217,0.794,13.982,,AMD
61241,2019-12-31,2020-06-30,2020-09-30,44.513,154.698,0.478,0.245,0.217,0.794,12.622,,AMD
61241,2019-12-31,2020-06-30,2020-10-31,44.513,142.057,0.478,0.245,0.217,0.794,11.591,,AMD
61241,2019-12-31,2020-09-30,2020-11-30,47.126,125.216,0.478,0.310,0.169,0.566,,,AMD
61241,2019-12-31,2020-09-30,2020-12-31,47.126,123.932,0.478,0.310,0.169,0.566,,,AMD
61241,2019-12-31,2020-09-30,2021-01-31,47.126,115.730,0.478,0.310,0.169,0.566,,,AMD
61241,2020-12-31,2020-12-31,2021-02-28,69.771,41.024,0.467,0.573,0.083,0.358,0.096,,AMD
61241,2020-12-31,2020-12-31,2021-03-31,69.771,38.107,0.467,0.573,0.083,0.358,0.089,,AMD
61241,2020-12-31,2020-12-31,2021-04-30,69.771,39.621,0.467,0.573,0.083,0.358,0.093,,AMD
61241,2020-12-31,2021-03-31,2021-05-31,41.631,34.077,0.478,0.718,0.108,0.330,0.140,,AMD
61241,2020-12-31,2021-03-31,2021-06-30,41.631,39.970,0.478,0.718,0.108,0.330,0.164,,AMD
61241,2020-12-31,2021-03-31,2021-07-31,41.631,45.187,0.478,0.718,0.108,0.330,0.185,,AMD
61241,2020-12-31,2021-06-30,2021-08-31,36.184,39.543,0.484,0.705,0.087,0.197,0.197,,AMD
61241,2020-12-31,2021-06-30,2021-09-30,36.184,36.750,0.484,0.705,0.087,0.197,0.183,,AMD
61241,2020-12-31,2021-06-30,2021-10-31,36.184,42.939,0.484,0.705,0.087,0.197,0.214,,AMD
61241,2020-12-31,2021-09-30,2021-11-30,32.615,49.031,0.494,0.683,0.067,0.168,0.246,,AMD
61241,2020-12-31,2021-09-30,2021-12-31,32.615,44.551,0.494,0.683,0.067,0.168,0.223,,AMD
61241,2020-12-31,2021-09-30,2022-01-31,32.615,35.372,0.494,0.683,0.067,0.168,0.177,,AMD
61241,2021-12-31,2021-12-31,2022-02-28,43.890,47.992,0.500,0.473,0.044,0.184,0.238,,AMD
61241,2021-12-31,2021-12-31,2022-03-31,43.890,42.545,0.500,0.473,0.044,0.184,0.211,,AMD
61241,2021-12-31,2021-12-31,2022-04-30,43.890,33.276,0.500,0.473,0.044,0.184,0.165,,AMD
61241,2021-12-31,2022-03-31,2022-05-31,29.515,37.866,0.523,0.481,0.038,0.230,0.213,,AMD
61241,2021-12-31,2022-03-31,2022-06-30,29.515,28.428,0.523,0.481,0.038,0.230,0.160,,AMD
61241,2021-12-31,2022-03-31,2022-07-31,29.515,35.119,0.523,0.481,0.038,0.230,0.198,,AMD
61241,2021-12-31,2022-06-30,2022-08-31,25.380,35.962,0.539,0.156,0.041,0.280,0.178,,AMD
61241,2021-12-31,2022-06-30,2022-09-30,25.380,26.847,0.539,0.156,0.041,0.280,0.133,,AMD
61241,2021-12-31,2022-06-30,2022-10-31,25.380,25.449,0.539,0.156,0.041,0.280,0.126,,AMD
61241,2021-12-31,2022-09-30,2022-11-30,24.126,47.335,0.543,0.069,0.044,0.370,0.246,,AMD
61241,2021-12-31,2022-09-30,2022-12-31,24.126,39.494,0.543,0.069,0.044,0.370,0.205,,AMD
61241,2021-12-31,2022-09-30,2023-01-31,24.126,45.823,0.543,0.069,0.044,0.370,0.238,,AMD
61241,2022-12-31,2022-12-31,2023-02-28,18.936,93.548,0.537,0.041,0.050,0.521,0.516,,AMD
61241,2022-12-31,2022-12-31,2023-03-31,18.936,116.679,0.537,0.041,0.050,0.521,0.643,,AMD
61241,2022-12-31,2022-12-31,2023-04-30,18.936,106.393,0.537,0.041,0.050,0.521,0.587,,AMD
61241,2022-12-31,2023-03-31,2023-05-31,24.534,253.500,0.541,0.007,0.050,0.592,4.173,,AMD
61241,2022-12-31,2023-03-31,2023-06-30,24.534,286.719,0.541,0.007,0.050,0.592,4.021,,AMD
61241,2022-12-31,2023-03-31,2023-07-31,24.534,297.449,0.541,0.007,0.050,0.592,4.038,,AMD
61241,2022-12-31,2023-06-30,2023-08-31,34.267,-204.50,0.530,-0.000,0.047,0.711,-7.289,,AMD
61241,2022-12-31,2023-06-30,2023-09-30,34.267,-213.43,0.530,-0.000,0.047,0.711,-6.113,,AMD
61241,2022-12-31,2023-06-30,2023-10-31,34.267,-193.50,0.530,-0.000,0.047,0.711,-5.320,,AMD
61241,2022-12-31,2023-09-30,2023-11-30,38.884,221.200,0.533,0.004,0.043,0.722,15.567,,AMD
61241,2022-12-31,2023-09-30,2023-12-31,38.884,286.167,0.533,0.004,0.043,0.722,18.940,,AMD
61735,2008-12-31,2009-09-30,2010-01-31,8.226,,0.217,0.108,0.235,1.218,,,AOC
61735,2009-12-31,2009-12-31,2010-02-28,7.264,,0.221,0.116,0.271,1.194,,,AON
61735,2009-12-31,2009-12-31,2010-03-31,7.264,,0.221,0.116,0.271,1.194,,,AON
61735,2009-12-31,2009-12-31,2010-04-30,7.264,,0.221,0.116,0.271,1.194,,,AON
61735,2009-12-31,2010-03-31,2010-05-31,7.967,,0.210,0.102,0.243,1.249,,,AON
61735,2009-12-31,2010-03-31,2010-06-30,7.967,,0.210,0.102,0.243,1.249,,,AON
61735,2009-12-31,2010-03-31,2010-07-31,7.967,,0.210,0.102,0.243,1.249,,,AON
61735,2009-12-31,2010-06-30,2010-08-31,7.741,,0.215,0.108,0.255,1.228,,,AON
61735,2009-12-31,2010-06-30,2010-09-30,7.741,,0.215,0.108,0.255,1.228,,,AON
61735,2009-12-31,2010-06-30,2010-10-31,7.741,,0.215,0.108,0.255,1.228,,,AON
61735,2009-12-31,2010-09-30,2010-11-30,7.912,,0.215,0.115,0.285,1.492,,,AON
61735,2009-12-31,2010-09-30,2010-12-31,7.912,,0.215,0.115,0.285,1.492,,,AON
61735,2009-12-31,2010-09-30,2011-01-31,7.912,,0.215,0.115,0.285,1.492,,,AON
