gvkey,datadate,tic,actq,ancq,epsfxq,lctq,ltq,revtq,capxy,roa,roe,pe_inc,divyield,pcf,roce,debt_ebitda,gpm,evm,cfm,npm,PEG_trailing,de_ratio,curr_ratio,ptb,roa_change,roe_change,pe_inc_change,divyield_change,pcf_change,roce_change,debt_ebitda_change,gpm_change,evm_change,cfm_change,npm_change,PEG_trailing_change,de_ratio_change,curr_ratio_change,ptb_change,relative_quarterly_return,target
2991,2006-12-31,CVX,-0.05517384968,0.006551929528,-0.2401746725,-0.02179601956,-0.01256766005,-0.1330888911,0.4288817627,0.271,0.222,8.785,3.04,6.141,0.357,0.28,0.213,4.824,0.126,0.088,0.27,0.921,1.278,1.854,-0.02867383513,-0.04310344828,-0.03789289234,0.05555555556,-0.04464841319,-0.04289544236,-0.1277258567,0.02403846154,0.184675835,0.0243902439,0.01149425287,-0.7193347193,-0.04261954262,-0.06715328467,-0.03487766788,0.07195152383,0.004042975426
2086,2006-12-31,BAX,0.08583891572,0.02715654952,0.1578947368,0.2158976086,0.1081259054,0.08056315995,0.5654761905,0.181,0.264,23.479,1.16,14.886,0.232,1.13,0.518,13.302,0.19,0.135,0.559,1.342,1.931,5.181,-0.04736842105,0.06451612903,0.01285535568,-0.1076923077,-0.1576028521,-0.004291845494,0.029143898,-0.001926782274,0.1622542595,0.04972375691,0.08,-0.5643024162,-0.01105379514,0.1325513196,0.1214285714,-0.04126345651,0.1335690252
8539,2006-12-31,EXC,0.1550208237,0.0,-13.42857143,0.04848923467,0.07533193132,-0.1604180868,0.3801369863,0.136,0.107,28.055,2.67,9.138,0.191,2.211,0.377,9.25,0.238,0.102,0.573,3.405,0.861,2.87,0.0303030303,6.642857143,-0.8937483667,0.01520912548,-0.08884235716,0.0790960452,-0.09975570033,0.06197183099,0.01247810858,0.6301369863,6.846153846,-0.8786274094,-0.006129597198,0.23,0.06454005935,-0.03942169537,0.1083905304
9899,2006-12-31,T,0.891133807,0.8797438257,-0.1071428571,0.6934532525,0.7526528122,0.01617853946,0.3510880156,0.097,0.069,19.471,3.86,14.703,0.079,2.961,0.566,14.005,0.274,0.117,5.263,1.342,0.631,1.604,-0.2919708029,-0.3490566038,0.0622476814,-0.01530612245,0.7132370077,-0.2818181818,0.7625,0.01252236136,0.8549668874,-0.01438848921,-0.008474576271,-0.4739104358,-0.1721159778,0.1012216405,-0.1390230811,0.03625197136,0.1011320851
7065,2006-12-31,MMC,0.2031346669,-0.05113373438,0.25,0.1753865706,0.06089053484,0.06911532385,0.8273809524,0.113,0.146,16.716,2.58,18.467,0.142,2.445,0.171,10.769,0.11,0.069,0.485,2.117,1.051,2.781,0.2555555556,0.6976744186,-0.2445428662,0.1944444444,-0.5446206199,0.3523809524,-0.2708022666,0.1476510067,-0.1961033144,0.1224489796,0.5333333333,-0.9164081351,0.04285714286,-0.09161624892,-0.003582945181,0.02744418489,-0.04648860467
8549,2006-12-31,COP,0.01894308943,0.004255227389,-0.1731601732,-0.03374277985,-0.01332504328,-0.1482786848,0.354642578,0.242,0.186,6.762,2.51,4.991,0.281,0.826,0.216,4.468,0.144,0.093,0.145,0.979,0.948,1.045,0.008333333333,-0.09268292683,0.04400185271,0.1728971963,-0.07385414734,-0.05387205387,0.03638644918,0.09090909091,0.1503604531,0.09923664122,0.02197802198,-0.4894366197,-0.09099350046,0.1166077739,-0.04740200547,0.1469133004,-0.05183972414
2817,2006-12-31,CAT,-0.041625166,0.05301853185,0.1578947368,0.03034519668,0.06187432155,0.04621089664,0.5707574868,0.156,0.463,12.462,1.86,7.175,0.177,3.576,0.327,8.764,0.124,0.085,0.246,6.418,1.2,6.066,-0.01265822785,0.1375921376,0.01655926258,-0.03626943005,-0.1911847593,0.02906976744,0.01533219761,-0.009090909091,-0.07121661721,-0.02362204724,-0.02298850575,-0.4628820961,0.4031482291,-0.0057995029,0.3570469799,-0.1296541323,0.0911348559
4503,2006-12-31,XOM,-0.07309823493,0.007342081944,-0.005649717514,-0.1092438508,-0.05576876502,-0.09477537738,0.3681975046,0.32,0.296,10.828,1.79,8.28,0.472,0.122,0.25,6.6,0.152,0.118,0.377,0.89,1.552,3.03,-0.02140672783,-0.01333333333,-0.07381746643,0.07185628743,-0.06079854809,-0.0406504065,0.03389830508,0.008064516129,0.2256267409,0.02702702703,0.01724137931,0.1355421687,-0.01001112347,0.007792207792,-0.06941031941,0.08030582402,-0.01720364672
8455,2006-12-31,PPL,0.09667673716,0.0,-0.2181818182,0.01485298575,0.0638424821,-0.03901825047,0.6228172293,0.121,0.128,16.987,2.89,8.335,0.125,3.461,0.33,9.683,0.238,0.13,4.174,2.63,1.084,1.966,0.02542372881,0.0,0.05614275056,-0.04620462046,-0.03552418422,0.02459016393,0.01974071892,-0.05172413793,0.06841001876,-0.1313868613,-0.09090909091,0.3503720479,-0.01571856287,0.1470899471,0.0451887294,0.02764070052,0.1393780579
7985,2006-12-31,NOC,-0.09678720258,-0.04981965735,0.4659090909,-0.06687854083,-0.07958146487,0.07861084937,0.4949290061,0.099,0.092,16.442,1.67,14.332,0.118,1.38,0.205,8.543,0.075,0.052,0.589,0.927,0.995,1.515,0.04210526316,0.1084337349,-0.0149182194,-0.06703910615,0.3297457784,0.04424778761,-0.1331658291,-0.01913875598,-0.00151940159,0.02739726027,0.0612244898,-0.97098808,-0.0702106319,0.02261048304,0.1799065421,-0.06715658263,0.09450226002
6774,2006-12-31,LMT,-0.07228915663,-0.003859513701,0.1506849315,-0.07993836078,0.01603998096,0.1285788652,0.9713024283,0.15,0.343,16.769,1.44,10.862,0.284,1.057,0.106,10.297,0.083,0.064,0.469,3.101,1.064,5.969,0.08695652174,0.1282894737,0.002990609486,-0.07096774194,-0.006766642282,0.1591836735,-0.1482675262,0.07070707071,0.09078389831,0.0375,0.04918032787,2.006410256,0.190403071,-0.03797468354,0.2584861902,0.008113997229,0.05195846307
10983,2006-12-31,RTX,-0.05335074852,-0.04691815426,-0.1212121212,-0.01387628064,-0.02696900577,0.0565975378,0.5820895522,0.155,0.218,17.693,1.61,13.593,0.247,1.102,0.296,9.87,0.1,0.078,1.069,1.677,1.239,3.774,0.03333333333,0.04306220096,-0.05131367292,-0.01829268293,-0.09896592868,0.04219409283,-0.07317073171,-0.01986754967,-0.004337738323,0.0,0.0,-0.2994757536,0.0307314075,0.03422370618,0.1031862029,-0.07482281692,0.03786232867
3170,2006-12-31,CL,0.01403864467,-0.01288642359,0.1587301587,0.2125904436,0.01080449701,0.02080351179,0.8919777601,0.329,0.86,27.402,1.9,19.0,0.518,1.265,0.589,12.909,0.137,0.111,42.266,4.581,0.952,23.103,0.006116207951,0.2759643917,1.005122201,-0.03553299492,0.05001381597,0.01568627451,0.01851851852,0.0,0.09028716216,0.0,0.009090909091,2.348067174,-0.0845323741,-0.1392405063,0.5169402495,-0.01115739452,0.02195345262
6266,2006-12-31,JNJ,-0.2656459758,0.5885750534,-0.2127659574,0.5884108431,0.5116380353,0.03990271338,0.6589919104,0.245,0.281,16.871,2.38,12.782,0.314,0.418,0.758,12.542,0.249,0.208,1.055,0.794,1.199,4.482,-0.03543307087,0.01079136691,-0.05548090919,0.04385964912,-0.1205449291,0.01290322581,1.402298851,-0.001317523057,0.03618638467,-0.01581027668,-0.01421800948,0.1235356763,0.55078125,-0.5307240705,-0.04005140287,-0.04509026555,-0.08905126679
10903,2006-12-31,UNH,0.06988530275,0.02698230877,0.05,0.0246510082,0.02176496806,0.008792431831,0.4274509804,0.172,0.216,17.569,0.057,10.77,0.265,0.967,0.246,10.336,0.067,0.058,0.669,1.322,0.867,3.378,0.01176470588,-0.07296137339,-0.02992656397,-0.06557377049,-0.09457755359,-0.04676258993,-0.08428030303,-0.008064516129,-0.08901815618,-0.01470588235,0.01754385965,-0.8061993048,-0.09822646658,0.1422924901,-0.003539823009,0.03035216912,-0.01594977585
7241,2006-12-31,CVS,0.04509659965,-0.08994751571,0.4848484848,-0.08081457945,-0.08901051911,0.07668082221,0.5848938267,0.175,0.154,19.638,0.621,14.928,0.19,1.613,0.272,9.824,0.048,0.031,1.203,1.065,1.484,2.68,-0.02777777778,-0.04347826087,0.08533215431,0.1521335807,0.1049592894,-0.02564102564,0.1248256625,-0.03202846975,0.01877009229,-0.02040816327,-0.06060606061,-0.913806692,0.03498542274,0.02984038862,0.05553367468,-0.09939223449,0.1026919488
8068,2006-12-31,OXY,0.01077078425,0.02290461586,-0.203125,0.05117935024,0.02746856731,-0.08268968651,0.5085341365,0.331,0.237,9.49,1.91,6.084,0.381,0.291,0.642,4.57,0.367,0.251,0.197,0.669,1.271,1.797,-0.02359882006,-0.05577689243,-0.02536715621,0.09142857143,-0.08290624058,-0.05925925926,-0.2049180328,0.0,0.03840036355,-0.0291005291,-0.01953125,-0.3746031746,-0.0656424581,-0.09858156028,-0.1059701493,-0.04675529801,0.008025044737
8530,2006-12-31,PFE,0.212494512,-0.02828352227,-0.5227272727,0.2092379014,0.118488411,0.0407101569,0.4255910987,0.174,0.142,9.383,4.65,10.229,0.184,0.395,0.892,9.529,0.339,0.229,0.084,0.609,2.195,2.271,-0.06451612903,-0.08974358974,-0.4129387474,0.3323782235,-0.07855148185,-0.05641025641,-0.2882882883,-0.006681514477,0.03385049365,-0.08130081301,-0.09126984127,-0.7423312883,-0.06018518519,0.1852051836,-0.1016613924,-0.1484628916,-0.0265154025
1722,2006-12-31,ADM,0.2272918613,0.02709330412,0.09836065574,0.3998772264,0.2217594604,0.1618640442,1.226628816,0.136,0.156,14.136,1.34,50.3,0.153,1.757,0.104,10.075,0.058,0.041,0.353,1.218,1.83,1.947,0.01492537313,0.006451612903,-0.0656355344,0.1754385965,1.454975841,0.02,0.02091807089,-0.009523809524,0.01154618474,-0.01694915254,0.0,0.07294832827,0.015,-0.02866242038,-0.06842105263,-0.2180040006,0.1465054102
6008,2006-12-31,INTC,0.03840036355,0.02861440635,0.1818181818,-0.05995362703,-0.01875316776,0.109280238,0.2393309029,0.229,0.137,23.093,2.27,10.812,0.16,0.183,0.651,10.741,0.281,0.143,3.727,0.316,2.147,3.102,-0.1259541985,-0.1746987952,0.07936433746,0.2139037433,-0.1107089982,-0.2079207921,-0.02659574468,-0.04405286344,0.06557539683,-0.06644518272,-0.1437125749,2.339605735,-0.07871720117,0.06656731247,-0.1101549053,-0.07727763749,-0.05711361977
10920,2006-12-31,UPS,-0.0753377379,-0.08443778572,0.08333333333,-0.1406829518,-0.06670176362,0.08283313325,0.3430561602,0.245,0.219,18.184,2.39,8.361,0.328,0.491,0.176,10.061,0.125,0.088,1.224,1.145,1.396,2.595,0.03375527426,0.07352941176,-0.1201857945,0.2256410256,-0.1429010764,0.04792332268,0.01028806584,-0.005649717514,-0.0508490566,0.0,0.0,-0.5882946519,0.05920444033,-0.07304116866,0.03427660422,-0.01946356486,-0.0668890002
2285,2006-12-31,BA,0.02712727923,-0.262806407,0.4382022472,0.001382333109,-0.06696145305,0.1901078771,0.537968893,0.093,0.247,30.618,1.6,9.184,0.223,1.843,0.205,14.85,0.061,0.036,0.503,9.929,0.774,14.533,0.1341463415,0.802919708,-0.2564295602,0.1764705882,-0.0152262492,0.3765432099,-0.1371722846,0.0,0.06230774734,0.1090909091,0.2413793103,6.185714286,1.180281072,0.0078125,1.897328549,0.06497525711,-0.001017044427
6066,2006-12-31,IBM,0.09816071604,-0.07738592153,0.5586206897,0.1477855077,0.06896305091,0.1609850997,0.5713256484,0.168,0.295,15.211,1.29,9.324,0.236,1.288,0.481,9.602,0.158,0.103,1.256,2.621,1.114,4.797,-0.005917159763,0.05357142857,-0.04019434629,-0.01526717557,0.01436031332,0.03964757709,0.007824726135,0.002083333333,0.1384870761,0.0,0.009803921569,0.1672862454,0.2415916627,-0.08538587849,0.1864951768,0.1239026254,-0.03155279045
3144,2006-12-31,KO,-0.09818376068,-0.01918607301,-0.5322580645,-0.0372536279,-0.04645568669,-0.08088007437,0.465625,0.249,0.297,21.611,2.66,18.143,0.303,0.619,0.695,15.784,0.25,0.211,3.106,0.75,0.949,6.166,0.008097165992,-0.03883495146,1.058190476,0.003773584906,-0.04505500289,0.01677852349,-0.1131805158,-0.002869440459,0.1099859353,-0.04214559387,-0.04954954955,1.405886909,-0.03722721438,-0.06960784314,0.05239802014,0.01818052032,-0.006986324941
7435,2006-12-31,MMM,0.07666385847,-0.1409489356,0.3305084746,0.06702608189,-0.05495726496,-0.01297371116,0.5307994758,0.299,0.354,14.64,2.59,14.162,0.396,0.579,0.542,9.777,0.215,0.168,0.774,1.11,1.222,5.413,0.03819444444,0.1382636656,-0.1966637401,0.1460176991,-0.1292960344,0.03394255875,0.2292993631,-0.007326007326,-0.01082557669,0.08585858586,0.09090909091,-0.3095450491,0.1269035533,-0.1067251462,-0.008971072867,-0.01455626095,-0.02105302091
4213,2006-12-31,ECL,0.3180465494,-0.01337276036,-0.2093023256,0.3113159059,0.2207805926,-0.006142213152,0.5343232635,0.215,0.21,29.58,1.09,16.929,0.239,1.207,0.561,14.073,0.13,0.075,2.783,1.63,1.233,5.993,-0.03153153153,0.009615384615,-0.09291628335,0.2084257206,-0.1436592645,-0.02448979592,0.3653846154,0.005376344086,0.1138108429,0.03174603175,0.01351351351,-0.05629026789,0.2794348509,-0.01596169194,-0.05144032922,-0.006139497639,-0.05047754416
7163,2006-12-31,SPGI,-0.0512502789,0.008789506537,-0.4716981132,-0.0296180817,-0.0461662985,-0.1998544593,1.22882848,0.263,0.282,26.9,1.27,15.182,0.508,0.002,0.62,14.724,0.203,0.141,2.616,1.255,0.915,8.096,-0.02230483271,-0.02422145329,-0.05557701085,0.1651376147,0.03758884636,-0.01359223301,-0.9858156028,0.0,0.2192779066,0.0,0.007142857143,0.5683453237,-0.07923697726,0.01104972376,-0.01087354918,0.1104313334,-0.07737098779
1209,2006-12-31,APD,0.01435351757,0.03288943873,0.3561643836,0.03555134716,0.01990557192,-0.03882342969,-0.8110679458,0.17,0.137,21.938,1.82,13.093,0.143,1.575,0.344,9.499,0.173,0.087,0.815,1.208,1.202,2.743,0.0303030303,0.0223880597,0.009014810045,-0.07614213198,0.1570342877,0.05147058824,-0.03669724771,0.01176470588,-0.03573241295,0.01169590643,0.02352941176,-0.08220720721,-0.02186234818,0.06939501779,0.03665910809,-0.002808842501,0.05055700286
3980,2006-12-31,DIS,0.162413721,-0.01106352605,1.166666667,0.03692458374,0.01088131172,0.1073740176,-0.8113933795,0.112,0.135,16.707,0.905,11.703,0.141,1.989,0.183,11.367,0.168,0.123,0.547,0.863,0.997,1.999,-0.08943089431,0.261682243,-0.1709507741,0.1077111383,0.03704031901,0.08461538462,0.0,-0.09852216749,0.0,0.2,0.2551020408,0.04389312977,0.02372479241,0.06403415155,0.008068582955,0.04698168361,0.002863828746
24800,2006-12-31,QCOM,0.04681515109,0.09805123177,0.05555555556,0.2362869198,0.2003329634,0.0100050025,-0.5299270073,0.203,0.193,27.793,1.19,19.373,0.196,0.021,0.744,23.214,0.359,0.32,10.533,0.132,5.367,4.71,-0.05581395349,-0.03980099502,0.0937819756,-0.09160305344,0.04223154723,-0.1131221719,0.1052631579,-0.002680965147,0.1520595533,-0.01373626374,-0.0243902439,18.43357934,-0.01492537313,0.08271131733,0.044345898,-0.02210614604,0.1270650937
7154,2006-12-31,MCD,-0.3787720411,0.0162042131,-0.1029411765,-0.3426785831,-0.113534036,-0.01052115133,0.6027788001,0.197,0.176,15.438,2.29,12.111,0.189,1.448,0.378,10.606,0.191,0.133,0.727,0.878,1.205,3.182,0.005102040816,0.04142011834,-0.1503109692,-0.03781512605,-0.02093775263,0.03278688525,-0.1431952663,-0.0207253886,0.1373726542,-0.04975124378,0.007575757576,0.6084070796,-0.08062827225,-0.1217201166,0.02877465244,0.07145895749,0.0144368449
5680,2007-01-31,HD,-0.04458598726,0.01405824553,-0.3538461538,-0.1982266865,0.09501407318,-0.1142100977,0.4111553785,0.236,0.212,13.168,2.45,9.445,0.286,1.02,0.328,8.038,0.084,0.063,0.916,1.088,1.392,2.736,0.0350877193,0.03921568627,-0.04253617393,0.09375,-0.2807097708,-0.03050847458,0.7555938038,-0.02380952381,0.03130613292,-0.1428571429,-0.1,-0.002178649237,0.2983293556,0.1629072682,-0.03423932227,0.04758646521,-0.1011300706
3813,2007-01-31,TGT,-0.04182955434,0.005506461211,1.186440678,-0.06744400638,-0.0585685178,0.4524686809,0.3075898802,0.181,0.178,18.461,0.81,10.465,0.203,1.529,0.338,9.565,0.072,0.047,1.058,1.389,1.323,3.139,0.02259887006,0.02298850575,-0.03567697451,-0.0368608799,-0.07241623826,0.04639175258,-0.0941943128,0.0,0.04626996281,0.0,0.02173913043,0.1219512195,-0.0595802302,-0.04956896552,-0.006016466118,-0.006924207351,-0.06311488669
11259,2007-01-31,WMT,-0.06116115511,0.03063174903,0.5322580645,-0.1101903272,-0.03597724968,0.1729787965,0.3721643164,0.161,0.212,17.325,1.87,9.603,0.185,1.676,0.252,10.23,0.051,0.035,1.241,1.42,0.9,3.145,-0.1104972376,-0.04932735426,-0.01707704527,0.2896551724,-0.02289377289,-0.1435185185,0.05541561713,-0.01945525292,0.09587573648,0.02,0.0,0.008123476848,-0.09265175719,0.04651162791,-0.03998778999,-0.07602558692,-0.02586052118
29028,2007-02-28,COST,-0.06638953126,0.01031744079,0.05882352941,-0.03155956744,-0.03284665423,0.08372014406,0.6655221193,0.126,0.118,23.393,1.08,14.867,0.172,0.267,0.132,11.091,0.026,0.017,2.004,0.961,1.024,2.723,0.0,-0.0406504065,-0.01278696826,0.1663066955,0.2274603699,0.01176470588,-0.003731343284,0.0,-0.001440532997,-0.03703703704,-0.05555555556,0.2603773585,0.03891891892,-0.04832713755,-0.03814906394,0.0642230076,-0.07762235898
28195,2007-02-28,JBL,-0.06133259901,0.4574459944,-0.65,0.1594852527,0.1610957628,-0.08968384955,0.7568888456,0.09,0.031,66.571,1.2,107.051,0.091,1.47,0.08,14.163,0.024,0.006,5.014,1.336,1.322,2.064,-0.1346153846,-0.4259259259,0.6649826176,0.02564102564,0.1021528071,-0.1801801802,0.7732207479,-0.05882352941,0.02563545514,-0.2,-0.5,3.734655335,0.157712305,-0.1115591398,-0.03641456583,-0.06224736648,-0.2272214432
4598,2007-02-28,FDX,-0.01110623995,0.01880246223,-0.1768292683,-0.03414797456,-0.01579596874,-0.03741877661,0.4475668266,0.216,0.151,16.631,0.341,9.114,0.229,0.605,0.281,7.337,0.106,0.057,0.374,0.96,1.2,2.252,-0.04,-0.04430379747,-0.04039005251,0.04601226994,0.04542326222,-0.06530612245,0.07460035524,-0.01748251748,0.02543675751,0.0,-0.01724137931,0.04178272981,-0.01437371663,-0.009900990099,-0.07629204266,-0.01481535077,-0.110848525
11264,2007-02-28,WBA,-0.05897256684,0.03241591798,0.511627907,-0.1186748905,-0.09768150924,0.09640791596,0.956001913,0.216,0.196,22.629,0.706,17.224,0.288,0.064,0.293,12.153,0.051,0.039,1.339,0.705,1.665,4.11,0.02369668246,0.04255319149,-0.09585264504,0.03216374269,-0.04934319461,0.09923664122,-0.3333333333,0.006872852234,-0.06392975429,0.04081632653,0.05405405405,-0.1411161001,0.004273504274,-0.01653868872,-0.06971480308,0.09955685062,-0.07838019947
1722,2007-03-31,ADM,0.003321156593,0.02591610799,-0.1641791045,-0.07581546225,0.02796461553,0.03690866988,0.5063201407,0.128,0.151,14.302,1.31,42.838,0.143,1.912,0.098,10.414,0.056,0.039,0.429,1.254,1.83,2.014,-0.05882352941,-0.03205128205,0.01174306735,-0.0223880597,-0.1483499006,-0.06535947712,0.08821855435,-0.05769230769,0.03364764268,-0.03448275862,-0.0487804878,0.2152974504,0.02955665025,0.0,0.03441191577,0.1465054102,-0.156421511
3144,2007-03-31,KO,0.2423883426,0.05162159651,0.8620689655,0.2656917885,0.2541584549,0.02882670263,-0.7512437811,0.256,0.296,11.881,2.57,19.745,0.309,0.653,0.695,14.444,0.249,0.21,2.092,0.796,0.978,6.905,0.0281124498,-0.003367003367,-0.4502336773,-0.03383458647,0.08829851733,0.0198019802,0.0549273021,0.0,-0.08489609731,-0.004,-0.004739336493,-0.3264649066,0.06133333333,0.03055848261,0.1198507947,-0.006986324941,0.03173527828
8530,2007-03-31,PFE,-0.09823425419,0.003800377092,1.285714286,-0.3781382954,-0.1261298558,-0.01372689042,-0.8395121951,0.184,0.131,10.614,4.22,12.969,0.195,0.398,0.888,9.375,0.317,0.212,0.096,0.579,2.333,2.42,0.05747126437,-0.07746478873,0.1311947138,-0.09247311828,0.2678658715,0.0597826087,0.007594936709,-0.004484304933,-0.01616119215,-0.06489675516,-0.07423580786,0.1428571429,-0.04926108374,0.06287015945,0.0656098635,-0.0265154025,-0.04578402101
8068,2007-03-31,OXY,0.05261405261,0.008045846142,0.3529411765,0.1124047417,-0.04091971941,-0.005695889054,-0.7391014975,0.355,0.207,11.299,1.6,7.698,0.406,0.237,0.417,3.932,0.389,0.253,0.392,0.662,1.286,2.267,0.07250755287,-0.1265822785,0.1906217071,-0.1623036649,0.2652859961,0.0656167979,-0.1855670103,-0.3504672897,-0.1396061269,0.05994550409,0.00796812749,0.9898477157,-0.01046337818,0.01180173092,0.2615470228,0.008025044737,0.1157420298
6008,2007-03-31,INTC,-0.03205689278,0.03237170965,0.07692307692,-0.2217524078,-0.03323002755,-0.08685785022,-0.7644921267,0.237,0.149,24.374,2.03,12.789,0.167,0.192,0.641,10.369,0.291,0.151,86.007,0.319,2.156,3.413,0.03493449782,0.08759124088,0.05547135496,-0.1057268722,0.1828523862,0.04375,0.04918032787,-0.0153609831,-0.03463364677,0.03558718861,0.05594405594,22.07673732,0.009493670886,0.004191895668,0.1002578981,-0.05711361977,0.1829211338
2817,2007-03-31,CAT,0.03745723812,0.01813863097,-0.06818181818,0.03625597341,0.01671967288,-0.08970280833,-0.811588785,0.152,0.42,15.083,1.53,7.6,0.169,3.602,0.323,9.34,0.122,0.083,0.967,5.357,1.208,6.717,-0.02564102564,-0.09287257019,0.2103193709,-0.1774193548,0.05923344948,-0.04519774011,0.007270693512,-0.0122324159,0.06572341397,-0.01612903226,-0.02352941176,2.930894309,-0.1653162979,0.006666666667,0.1073194857,0.0911348559,0.1100772831
10920,2007-03-31,UPS,0.01546336781,0.0008391725758,-0.25,0.04435183807,0.01912229242,-0.05717453278,-0.7834683955,0.244,0.205,19.192,2.33,8.776,0.326,0.49,0.177,9.965,0.121,0.085,1.602,1.118,1.405,2.732,-0.004081632653,-0.06392694064,0.055433348,-0.02510460251,0.0496352111,-0.006097560976,-0.002036659878,0.005681818182,-0.00954179505,-0.032,-0.03409090909,0.3088235294,-0.02358078603,0.006446991404,0.0527938343,-0.0668890002,-0.0166869162
4503,2007-03-31,XOM,0.03019385829,0.01393484969,-0.07954545455,0.03631931499,0.07716515237,-0.04026661341,-0.7991204243,0.313,0.297,12.106,1.68,9.573,0.465,0.124,0.253,6.018,0.156,0.121,0.377,0.919,1.537,3.467,-0.021875,0.003378378378,0.1180273365,-0.06145251397,0.1561594203,-0.01483050847,0.01639344262,0.012,-0.08818181818,0.02631578947,0.02542372881,0.0,0.03258426966,-0.009664948454,0.1442244224,-0.01720364672,0.05367323388
7985,2007-03-31,NOC,-0.0759041524,0.02158956109,-0.1317829457,-0.03183770176,0.01994283487,-0.08723324598,-0.7856173677,0.101,0.092,16.915,1.96,11.49,0.122,1.432,0.208,8.46,0.076,0.053,6.016,0.957,0.991,1.597,0.0202020202,0.0,0.02876778981,0.1736526946,-0.198297516,0.03389830508,0.03768115942,0.01463414634,-0.009715556596,0.01333333333,0.01923076923,9.213921902,0.03236245955,-0.004020100503,0.05412541254,0.09450226002,-0.008878269279
6774,2007-03-31,LMT,0.06847697757,-0.00409586539,-0.04761904762,0.03841725113,0.02239190519,-0.1443726937,-0.9059350504,0.152,0.344,16.135,1.43,10.089,0.29,1.043,0.109,9.479,0.086,0.066,0.447,2.865,1.08,5.857,0.01333333333,0.002915451895,-0.03780785974,-0.006944444444,-0.07116553121,0.02112676056,-0.01324503311,0.02830188679,-0.07944061377,0.03614457831,0.03125,-0.04690831557,-0.07610448243,0.01503759398,-0.018763612,0.05195846307,-0.08784406103
4213,2007-03-31,ECL,-0.2138358842,-0.01153944488,0.02941176471,-0.2348592229,-0.1267316142,-0.01321793863,-0.8058821147,0.225,0.22,29.155,1.07,14.912,0.249,0.939,0.561,12.816,0.13,0.076,2.591,1.422,1.242,6.652,0.04651162791,0.04761904762,-0.01436781609,-0.01834862385,-0.119144663,0.04184100418,-0.222038111,0.0,-0.08931997442,0.0,0.01333333333,-0.06899029824,-0.127607362,0.007299270073,0.1099616219,-0.05047754416,-0.06503313257
10903,2007-03-31,UNH,0.1472824732,0.01010038419,-0.2142857143,0.1505649565,0.08836786623,0.05069505737,-0.6923076923,0.172,0.221,18.257,0.055,11.792,0.277,0.912,0.245,9.304,0.067,0.057,4.181,1.423,0.842,3.484,0.0,0.02314814815,0.03915988389,-0.0350877193,0.09489322191,0.04528301887,-0.05687693899,-0.00406504065,-0.09984520124,0.0,-0.01724137931,5.249626308,0.07639939486,-0.02883506344,0.03137951451,-0.01594977585,-0.09260424566
9882,2007-03-31,LUV,0.15301807,0.03499401418,0.7142857143,0.2206442674,0.09599201255,-0.03427065026,-0.767691208,0.1,0.062,22.015,0.126,8.784,0.108,1.221,0.301,9.786,0.114,0.057,2.402,1.149,0.882,1.279,-0.04761904762,0.06896551724,-0.1118328156,0.05882352941,0.03597122302,-0.02702702703,0.04716981132,-0.0131147541,0.03588440775,0.01785714286,0.03636363636,0.2186707255,0.05703771849,-0.02108768036,-0.0824964132,-0.04227495168,-0.0437706741
7154,2007-03-31,MCD,0.07009075111,0.007701242199,0.01639344262,0.01874937668,0.01039401423,-0.02802416763,-0.7652563293,0.204,0.186,17.02,1.98,12.965,0.196,1.476,0.395,9.553,0.201,0.144,0.798,0.909,1.278,3.606,0.03553299492,0.05681818182,0.1024744138,-0.135371179,0.07051440839,0.03703703704,0.01933701657,0.04497354497,-0.09928342448,0.05235602094,0.08270676692,0.09766162311,0.03530751708,0.06058091286,0.1332495286,0.0144368449,0.06869166933
6066,2007-03-31,IBM,-0.04957456337,0.01022638031,-0.4646017699,-0.08301114963,-0.01228455198,-0.1610556783,-0.7897753324,0.174,0.295,17.002,1.5,10.613,0.237,1.26,0.483,8.604,0.157,0.103,1.327,2.323,1.147,5.692,0.03571428571,0.0,0.1177437381,0.1627906977,0.1382453882,0.004237288136,-0.02173913043,0.004158004158,-0.1039366799,-0.006329113924,0.0,0.05652866242,-0.1136970622,0.02962298025,0.1865749427,-0.03155279045,0.0585360156
2285,2007-03-31,BA,-0.02058042901,0.008156606852,-0.125,-0.04282684085,-0.02358941664,-0.1240522205,-0.7317073171,0.099,0.212,32.448,1.39,12.833,0.22,1.666,0.212,12.67,0.063,0.038,2.075,6.122,0.771,14.116,0.06451612903,-0.1417004049,0.05976876347,-0.13125,0.3973214286,-0.0134529148,-0.09603906674,0.03414634146,-0.1468013468,0.03278688525,0.05555555556,3.125248509,-0.3834222983,-0.003875968992,-0.02869331865,-0.001017044427,0.02348674512
8549,2007-03-31,COP,-0.01296577037,0.06264896396,0.109947644,0.02247361053,0.07775567445,0.00058734015,-0.8174531931,0.206,0.16,8.211,2.12,5.365,0.228,0.864,0.227,4.165,0.156,0.097,0.437,1.025,0.892,1.207,-0.1487603306,-0.1397849462,0.2142857143,-0.1553784861,0.07493488279,-0.1886120996,0.04600484262,0.05092592593,-0.06781557744,0.08333333333,0.04301075269,2.013793103,0.04698672114,-0.05907172996,0.1550239234,-0.05183972414,0.09044397738
